lane,genre,topic_id,mean_creator_share,n_creators,raw_n,raw_pooled_share,label,political
centrist_heterodox,streams,80,0.0021929824561403508,2,1.0,0.0029585798816568047,Black Voting Rights and Political Representation,True
centrist_heterodox,streams,88,0.0021929824561403508,2,1.0,0.0029585798816568047,DHS Funding Shutdown Debate,True
centrist_heterodox,streams,98,0.0021929824561403508,2,1.0,0.0029585798816568047,JLP Weekly Series,False
centrist_heterodox,streams,101,0.0021929824561403508,2,1.0,0.0029585798816568047,Trump UFC White House Event,True
centrist_heterodox,streams,102,0.0021929824561403508,2,1.0,0.0029585798816568047,Political Media Figures,True
centrist_heterodox,streams,103,0.0021929824561403508,2,1.0,0.0029585798816568047,Hunter Biden and Joe Biden controversies,True
centrist_heterodox,streams,110,0.0021929824561403508,2,1.0,0.0029585798816568047,Tim Walz and Minnesota Fraud Scandal,True
centrist_heterodox,streams,120,0.0021929824561403508,2,1.0,0.0029585798816568047,Hakeem Jeffries News Conferences,True
centrist_heterodox,streams,129,0.0021929824561403508,2,1.0,0.0029585798816568047,Megyn Kelly and Political Media,True
centrist_heterodox,streams,151,0.0021929824561403508,2,1.0,0.0029585798816568047,Vice President JD Vance Remarks,True
centrist_heterodox,streams,163,0.0021929824561403508,2,1.0,0.0029585798816568047,Trump's Mental Health Decline,True
centrist_heterodox,streams,166,0.0021929824561403508,2,1.0,0.0029585798816568047,Thomas Massie political defeat,True
centrist_heterodox,streams,169,0.0021929824561403508,2,1.0,0.0029585798816568047,Rob Reiner murder and political backlash,True
centrist_heterodox,streams,172,0.0021929824561403508,2,1.0,0.0029585798816568047,G7 Summit and Macron-Trump Bilateral Meetings,True
centrist_heterodox,streams,179,0.0021929824561403508,2,1.0,0.0029585798816568047,Trump feud with Pope Leo,True
centrist_heterodox,streams,181,0.0021929824561403508,2,1.0,0.0029585798816568047,Bari Weiss and CBS News Controversy,True
centrist_heterodox,streams,194,0.0021929824561403508,2,1.0,0.0029585798816568047,Medal of Honor Ceremonies,True
centrist_heterodox,streams,203,0.0021929824561403508,2,1.0,0.0029585798816568047,Trump Iran War Briefings,True
centrist_heterodox,streams,206,0.0021929824561403508,2,1.0,0.0029585798816568047,FBI and Jan 6 Pipe Bomb Case,True
centrist_heterodox,streams,208,0.0021929824561403508,2,1.0,0.0029585798816568047,Comey Indictment by DOJ,True
centrist_heterodox,streams,215,0.0021929824561403508,2,1.0,0.0029585798816568047,Dan Bongino's Political Outbursts,True
centrist_heterodox,streams,224,0.0021929824561403508,2,1.0,0.0029585798816568047,Political Media Broadcasters,True
centrist_heterodox,streams,1,0.0,2,0.0,0.0,Shocking Events and Reactions,True
centrist_heterodox,streams,6,0.0,2,0.0,0.0,Trump and China political relations,True
centrist_heterodox,streams,9,0.0,2,0.0,0.0,AI and Political Concerns,True
centrist_heterodox,streams,10,0.0,2,0.0,0.0,Zohran Mamdani and NYC Politics,True
centrist_heterodox,streams,11,0.0,2,0.0,0.0,Hollywood and Oscars Politics,True
centrist_heterodox,streams,13,0.0,2,0.0,0.0,Modern Women and Feminism Debate,True
centrist_heterodox,streams,15,0.0,2,0.0,0.0,Charlie Kirk murder trial,True
centrist_heterodox,streams,18,0.0,2,0.0,0.0,Lindsay Clancy Murder Trial,False
centrist_heterodox,streams,20,0.0,2,0.0,0.0,Indian Politics and Parliament,True
centrist_heterodox,streams,23,0.0,2,0.0,0.0,Tucker Carlson Political Commentary,True
centrist_heterodox,streams,28,0.0,2,0.0,0.0,UK PM Keir Starmer Resignation Calls,True
centrist_heterodox,streams,29,0.0,2,0.0,0.0,Cuba-US Political Tensions,True
centrist_heterodox,streams,32,0.0,2,0.0,0.0,Artemis II Moon Mission Updates,False
centrist_heterodox,streams,36,0.0,2,0.0,0.0,JD Vance and Trump Political Conflict,True
centrist_heterodox,streams,37,0.0,2,0.0,0.0,Islam and Political Discourse,True
centrist_heterodox,streams,41,0.0,2,0.0,0.0,Big Pharma and Health Scams,True
centrist_heterodox,streams,45,0.0,2,0.0,0.0,Kristi Noem Firing by Trump,True
centrist_heterodox,streams,47,0.0,2,0.0,0.0,UFO Government Disclosure,True
centrist_heterodox,streams,48,0.0,2,0.0,0.0,Hasanabi Reacts to Hasan,True
centrist_heterodox,streams,49,0.0,2,0.0,0.0,Race and Politics in Media,True
centrist_heterodox,streams,52,0.0,2,0.0,0.0,Fauci Senate Testimony Controversy,True
centrist_heterodox,streams,54,0.0,2,0.0,0.0,Destiny and Ethan Klein debates,False
centrist_heterodox,streams,55,0.0,2,0.0,0.0,UK politics and Reform UK,True
centrist_heterodox,streams,56,0.0,2,0.0,0.0,Nancy Guthrie Disappearance Investigation,False
centrist_heterodox,streams,58,0.0,2,0.0,0.0,Somali fraud scandal in Minnesota,True
centrist_heterodox,streams,61,0.0,2,0.0,0.0,Gavin Newsom Political Controversies,True
centrist_heterodox,streams,64,0.0,2,0.0,0.0,Transgender Rights and Politics,True
centrist_heterodox,streams,65,0.0,2,0.0,0.0,Climate and Weather Politics,True
centrist_heterodox,streams,68,0.0,2,0.0,0.0,9/11 Remembered 25 Years Later,True
centrist_heterodox,streams,70,0.0,2,0.0,0.0,Karmelo Anthony Trial Verdict,True
centrist_heterodox,streams,71,0.0,2,0.0,0.0,Marco Rubio Testifies on Iran War,True
centrist_heterodox,streams,76,0.0,2,0.0,0.0,Nolan Wells Investigation,False
centrist_heterodox,streams,77,0.0,2,0.0,0.0,Socialism and Democratic Party Conflict,True
centrist_heterodox,streams,78,0.0,2,0.0,0.0,Covid Vaccine Controversy,True
centrist_heterodox,streams,79,0.0,2,0.0,0.0,Brian Shapiro vs MAGA Callers Debate,True
centrist_heterodox,streams,81,0.0,2,0.0,0.0,Karoline Leavitt White House Press Briefing,True
centrist_heterodox,streams,83,0.0,2,0.0,0.0,AI Data Centers and Political Debate,True
centrist_heterodox,streams,84,0.0,2,0.0,0.0,Ilhan Omar Criminal Investigation,True
centrist_heterodox,streams,86,0.0,2,0.0,0.0,Sneako and Political Interviews,True
centrist_heterodox,streams,90,0.0,2,0.0,0.0,Marc Lamont Hill and Joe Budden Podcast Controversy,True
centrist_heterodox,streams,92,0.0,2,0.0,0.0,Joe Rogan and Trump Political Discussions,True
centrist_heterodox,streams,93,0.0,2,0.0,0.0,Olympics and Team USA Politics,True
centrist_heterodox,streams,94,0.0,2,0.0,0.0,Abdul El-Sayed Senate Primary Victory,True
centrist_heterodox,streams,95,0.0,2,0.0,0.0,Tech Business and Startups,False
centrist_heterodox,streams,97,0.0,2,0.0,0.0,Healthcare Affordability and Policy,True
centrist_heterodox,streams,104,0.0,2,0.0,0.0,MAGA Supporters and Arguments,True
centrist_heterodox,streams,105,0.0,2,0.0,0.0,Spencer Pratt LA Mayoral Campaign,True
centrist_heterodox,streams,106,0.0,2,0.0,0.0,Hasan Piker and Political Smear Campaigns,True
centrist_heterodox,streams,107,0.0,2,0.0,0.0,AOC on the World Stage,True
centrist_heterodox,streams,109,0.0,2,0.0,0.0,FBA and African Refugee Issues,True
centrist_heterodox,streams,111,0.0,2,0.0,0.0,HasanAbi 2026 Schedule,False
centrist_heterodox,streams,112,0.0,2,0.0,0.0,WNBA and Sophie Cunningham controversy,True
centrist_heterodox,streams,113,0.0,2,0.0,0.0,Trump's Health Concerns,True
centrist_heterodox,streams,114,0.0,2,0.0,0.0,Education and Schools in Political Context,True
centrist_heterodox,streams,115,0.0,2,0.0,0.0,PM Modi and BRICS Diplomacy,True
centrist_heterodox,streams,117,0.0,2,0.0,0.0,SAVE Act and Senate Debate,True
centrist_heterodox,streams,118,0.0,2,0.0,0.0,Federal Reserve Chair Kevin Warsh and Interest Rates,True
centrist_heterodox,streams,119,0.0,2,0.0,0.0,UK Prime Minister Andy Burnham,True
centrist_heterodox,streams,121,0.0,2,0.0,0.0,Rev Jesse Jackson and Civil Rights Legacy,True
centrist_heterodox,streams,122,0.0,2,0.0,0.0,King Charles III and Trump interactions,True
centrist_heterodox,streams,123,0.0,2,0.0,0.0,Wealth Tax and Billionaires,True
centrist_heterodox,streams,124,0.0,2,0.0,0.0,JD Vance and Iran negotiations,True
centrist_heterodox,streams,125,0.0,2,0.0,0.0,Walmart Shoplifting and Police Incidents,False
centrist_heterodox,streams,126,0.0,2,0.0,0.0,Erika Kirk Controversy,True
centrist_heterodox,streams,128,0.0,2,0.0,0.0,Gen Z and Boomers Political Apathy,True
centrist_heterodox,streams,130,0.0,2,0.0,0.0,Hillary Clinton Epstein Testimony,True
centrist_heterodox,streams,131,0.0,2,0.0,0.0,UK Political Chaos and Government Issues,True
centrist_heterodox,streams,133,0.0,2,0.0,0.0,Gold and Central Banks in Economy,True
centrist_heterodox,streams,134,0.0,2,0.0,0.0,Piers Morgan and Guests on Political Topics,True
centrist_heterodox,streams,136,0.0,2,0.0,0.0,Trump Midterm Election Rigging,True
centrist_heterodox,streams,137,0.0,2,0.0,0.0,Mitch McConnell Health Rumors,True
centrist_heterodox,streams,138,0.0,2,0.0,0.0,Venezuela Earthquake Disaster,False
centrist_heterodox,streams,139,0.0,2,0.0,0.0,Bill Maher Political Commentary,True
centrist_heterodox,streams,140,0.0,2,0.0,0.0,Crypto and Politics Scandal,True
centrist_heterodox,streams,141,0.0,2,0.0,0.0,Homelessness and Socialist Mayors in US Cities,True
centrist_heterodox,streams,142,0.0,2,0.0,0.0,Transgender Athletes in Women's Sports,True
centrist_heterodox,streams,143,0.0,2,0.0,0.0,RFK Jr. testifies on HHS and Senate,True
centrist_heterodox,streams,144,0.0,2,0.0,0.0,Myron's Critique of Modern Dating and Feminism,True
centrist_heterodox,streams,146,0.0,2,0.0,0.0,Sudan Civil War and Africa Politics,True
centrist_heterodox,streams,148,0.0,2,0.0,0.0,2026 World Cup,False
centrist_heterodox,streams,149,0.0,2,0.0,0.0,Mexico Cartel Violence,True
centrist_heterodox,streams,150,0.0,2,0.0,0.0,Super Bowl Halftime Show Controversy,True
centrist_heterodox,streams,152,0.0,2,0.0,0.0,LaGuardia Plane Crash Investigation,False
centrist_heterodox,streams,155,0.0,2,0.0,0.0,Ben Shapiro and Political Commentary,True
centrist_heterodox,streams,157,0.0,2,0.0,0.0,Melania Trump Events and Participation,True
centrist_heterodox,streams,158,0.0,2,0.0,0.0,India's Muslims and Political Parties,True
centrist_heterodox,streams,160,0.0,2,0.0,0.0,Ceuta Migration Crisis,True
centrist_heterodox,streams,162,0.0,2,0.0,0.0,Eric Swalwell Allegations and Resignation,True
centrist_heterodox,streams,164,0.0,2,0.0,0.0,Winter Storm Impact on US,False
centrist_heterodox,streams,165,0.0,2,0.0,0.0,Alex Pretti Shooting and Federal Agents,True
centrist_heterodox,streams,168,0.0,2,0.0,0.0,Spirit Airlines shutdown and airline industry impact,False
centrist_heterodox,streams,170,0.0,2,0.0,0.0,Bondi Beach Terror Attack,True
centrist_heterodox,streams,171,0.0,2,0.0,0.0,Andrew Tate Arrest and Legal Issues,True
centrist_heterodox,streams,173,0.0,2,0.0,0.0,Hantavirus outbreak on cruise ship,False
centrist_heterodox,streams,175,0.0,2,0.0,0.0,Asmongold controversy and bans,False
centrist_heterodox,streams,177,0.0,2,0.0,0.0,Alex Jones and InfoWars political controversy,True
centrist_heterodox,streams,178,0.0,2,0.0,0.0,CNN and Political Conflict,True
centrist_heterodox,streams,180,0.0,2,0.0,0.0,Trump and American Farmers,True
centrist_heterodox,streams,183,0.0,2,0.0,0.0,Joe Kent Resignation and Iran War Scandal,True
centrist_heterodox,streams,185,0.0,2,0.0,0.0,Behind the scenes streaming,False
centrist_heterodox,streams,186,0.0,2,0.0,0.0,Treasury Secretary Scott Bessent testifies,True
centrist_heterodox,streams,187,0.0,2,0.0,0.0,Comedy and Cultural Debate,True
centrist_heterodox,streams,188,0.0,2,0.0,0.0,NYC Terror Plot Exposures,True
centrist_heterodox,streams,189,0.0,2,0.0,0.0,Trump Leverage and Political Strategy,True
centrist_heterodox,streams,192,0.0,2,0.0,0.0,Christmas and Trump,True
centrist_heterodox,streams,193,0.0,2,0.0,0.0,DSA and Democratic Party Conflict,True
centrist_heterodox,streams,196,0.0,2,0.0,0.0,Belfast riots and anti-migrant unrest,True
centrist_heterodox,streams,197,0.0,2,0.0,0.0,Marijuana Policy and Politics,True
centrist_heterodox,streams,198,0.0,2,0.0,0.0,Woke Culture and Political Discourse,True
centrist_heterodox,streams,200,0.0,2,0.0,0.0,Prince Andrew Epstein Arrest,True
centrist_heterodox,streams,201,0.0,2,0.0,0.0,Glenn Beck Political Commentary,True
centrist_heterodox,streams,205,0.0,2,0.0,0.0,Nick Fuentes and Political Controversies,True
centrist_heterodox,streams,207,0.0,2,0.0,0.0,Jack Smith Testifies on Trump Investigations,True
centrist_heterodox,streams,209,0.0,2,0.0,0.0,Social Media and Teen Addiction Lawsuits,True
centrist_heterodox,streams,210,0.0,2,0.0,0.0,U.S. and World Headlines,True
centrist_heterodox,streams,211,0.0,2,0.0,0.0,Alex Jones and Katie Phang Updates,True
centrist_heterodox,streams,212,0.0,2,0.0,0.0,Melania Trump and Epstein Scandal,True
centrist_heterodox,streams,213,0.0,2,0.0,0.0,San Diego Mosque Shooting,True
centrist_heterodox,streams,214,0.0,2,0.0,0.0,John Fetterman and Democratic Party Issues,True
centrist_heterodox,streams,216,0.0,2,0.0,0.0,Tupac Murder Trial,True
centrist_heterodox,streams,217,0.0,2,0.0,0.0,Trump's Unwise Actions and Mistakes,True
centrist_heterodox,streams,219,0.0,2,0.0,0.0,Trump signing executive orders,True
centrist_heterodox,streams,220,0.0,2,0.0,0.0,British Islamophobia and Political Tensions,True
centrist_heterodox,streams,221,0.0,2,0.0,0.0,Dolly Parton Tribute and Legacy,False
centrist_heterodox,streams,223,0.0,2,0.0,0.0,Yearly Predictions and Reviews,False
centrist_heterodox,streams,225,0.0,2,0.0,0.0,Nepal Floods and Rescue Efforts,False
centrist_heterodox,streams,227,0.0,2,0.0,0.0,Fast Food and Political Issues,True
centrist_heterodox,streams,228,0.0,2,0.0,0.0,Political media responses and announcements,True
centrist_heterodox,streams,229,0.0,2,0.0,0.0,US-Iran Peace Talks in Pakistan,True
centrist_heterodox,streams,230,0.0,2,0.0,0.0,Marjorie Taylor Greene Exposes Trump,True
centrist_heterodox,streams,234,0.0,2,0.0,0.0,Antifa and Political Violence,True
centrist_heterodox,videos,0,0.06318936166874924,10,226.0,0.06068743286788399,Iran War and Strait of Hormuz Tensions,True
centrist_heterodox,videos,1,0.05019948163914985,10,119.0,0.03195488721804511,Shocking Events and Reactions,True
centrist_heterodox,videos,217,0.03469258712295955,10,121.0,0.032491944146079484,Trump's Unwise Actions and Mistakes,True
centrist_heterodox,videos,2,0.03196363767891452,10,120.0,0.0322234156820623,Israel-Palestine Conflict Media,True
centrist_heterodox,videos,24,0.028419092243915544,10,96.0,0.02577873254564984,Trump Meltdowns and Collapses,True
centrist_heterodox,videos,132,0.026114363087254656,10,317.0,0.08512352309344791,Political Podcasts and Commentary,True
centrist_heterodox,videos,98,0.025564233869654805,10,44.0,0.011815252416756176,JLP Weekly Series,False
centrist_heterodox,videos,19,0.021444823352886094,10,54.0,0.014500537056928034,America's 250th Anniversary and Founding History,True
centrist_heterodox,videos,8,0.021122268568752253,10,74.0,0.01987110633727175,Epstein Files Political Connections,True
centrist_heterodox,videos,46,0.018301776249699003,10,72.0,0.01933404940923738,MAGA Movement Decline,True
centrist_heterodox,videos,47,0.016944568660082402,10,38.0,0.01020408163265306,UFO Government Disclosure,True
centrist_heterodox,videos,67,0.016119761269957882,10,40.0,0.010741138560687433,Trump's Economic Impact,True
centrist_heterodox,videos,9,0.015635157690288327,10,32.0,0.008592910848549946,AI and Political Concerns,True
centrist_heterodox,videos,17,0.014881119332999343,10,94.0,0.025241675617615467,2026 Midterm Election Predictions,True
centrist_heterodox,videos,131,0.012933977174353312,10,19.0,0.00510204081632653,UK Political Chaos and Government Issues,True
centrist_heterodox,videos,36,0.011517306156776689,10,53.0,0.014232008592910848,JD Vance and Trump Political Conflict,True
centrist_heterodox,videos,78,0.011438898862751576,10,29.0,0.007787325456498389,Covid Vaccine Controversy,True
centrist_heterodox,videos,3,0.011422609474855502,10,55.0,0.01476906552094522,ICE Protests and Shootings,True
centrist_heterodox,videos,22,0.011220593407110168,10,31.0,0.00832438238453276,Christian Nationalism and Politics,True
centrist_heterodox,videos,42,0.011127946624021131,10,54.0,0.014500537056928034,War and Military Analysis,True
centrist_heterodox,videos,6,0.011059809736530871,10,29.0,0.007787325456498389,Trump and China political relations,True
centrist_heterodox,videos,27,0.010561319765826199,10,30.0,0.008055853920515575,Trump and Greenland politics,True
centrist_heterodox,videos,60,0.010366957657860314,10,66.0,0.017722878625134265,Trump's War and Draft,True
centrist_heterodox,videos,5,0.010216210112605805,10,41.0,0.01100966702470462,Trump Supreme Court Legal Issues,True
centrist_heterodox,videos,191,0.010139794767494529,10,22.0,0.005907626208378088,Political Commentary and Interviews,True
centrist_heterodox,videos,73,0.009854339516315803,10,26.0,0.006981740064446832,Left Wing Political Violence,True
centrist_heterodox,videos,43,0.00984321403825549,10,53.0,0.014232008592910848,Trump slush fund scandal,True
centrist_heterodox,videos,202,0.009580614293114728,10,25.0,0.006713211600429645,Save American Democracy,True
centrist_heterodox,videos,100,0.008763151806780192,10,29.0,0.007787325456498389,Media and Journalism Critique,True
centrist_heterodox,videos,7,0.008736286737670183,10,30.0,0.008055853920515575,Trump vs Maduro Venezuela Conflict,True
centrist_heterodox,videos,135,0.007818303149493725,10,25.0,0.006713211600429645,Political War Room and Figures,True
centrist_heterodox,videos,21,0.0077945121859667645,10,26.0,0.006981740064446832,Trump and Epstein Files Scandal,True
centrist_heterodox,videos,23,0.007672232368146746,10,27.0,0.007250268528464017,Tucker Carlson Political Commentary,True
centrist_heterodox,videos,14,0.007267532298415131,10,40.0,0.010741138560687433,Pete Hegseth and Iran War,True
centrist_heterodox,videos,199,0.006798098883519216,10,17.0,0.004564983888292159,Iran War and Energy Market Impact,True
centrist_heterodox,videos,41,0.006642599044115222,10,17.0,0.004564983888292159,Big Pharma and Health Scams,True
centrist_heterodox,videos,71,0.00652384895714616,10,12.0,0.00322234156820623,Marco Rubio Testifies on Iran War,True
centrist_heterodox,videos,51,0.006401329358378162,10,26.0,0.006981740064446832,Minneapolis political unrest and federal response,True
centrist_heterodox,videos,136,0.006265363727576407,10,30.0,0.008055853920515575,Trump Midterm Election Rigging,True
centrist_heterodox,videos,11,0.006047755473262379,10,19.0,0.00510204081632653,Hollywood and Oscars Politics,True
centrist_heterodox,videos,62,0.006006682470646096,10,34.0,0.009129967776584319,Trump Resignation and Leaks,True
