row_id,creator,run,title_raw,label_first,label_shuffled
2632,@LukeBeasley,2,Candace Owens Debate SHOCKS EVERYONE!,neither,right
3119,@LukeBeasley,2,INSANE Third Trump Term BOMBSHELL!,left,neither
3151,@LukeBeasley,1,"DEAR BARRON TRUMP, DON’T F*** WITH ME… OKAY?!",left,neither
3204,@LukeBeasley,2,"Alex Jones Staffer QUITS, LEAKS THIS DIRT ABOUT ALEX!",left,neither
3605,@LukeBeasley,2,EMERGENCY EPISODE: INVASION OF VENEZUELA - Members Only Main Show 01/03/2026,left,neither
3671,@LukeBeasley,2,OH SH*T: Tucker’s SHOCK SECRET CHAT With Bobby’s LOVER GOES PUBLIC!,left,neither
3930,@MattWalsh,2,Mothers Who Hate Their Kids Are Going VIRAL. Here's What I Think | Ep. 1829,right,neither
4039,@MattWalsh,1,We Did A Deep Dive Into Why U.S. Scientists Are Vanishing,neither,left
4066,@MattWalsh,1,What Schools Don't Teach You About American Indians,neither,left
4125,@MattWalsh,2,What Schools Don't Teach You About Slavery,neither,left
4238,@MegynKelly,2,Megyn Kelly Remembers Charlie Kirk on One Year Anniversary of His Assassination,neither,right
4708,@MegynKelly,1,"Serena Williams and Naomi Osaka's Selfishness and Poor Sportsmanship at Wimbledon, with Rob Finnerty",neither,right
4768,@MegynKelly,1,VP JD Vance x Megyn Kelly - The FULL Interview,neither,right
4828,@MegynKelly,1,"The Truth About ""Cheating"" in LA Mayor Race",neither,right
5098,@MegynKelly,2,"Comey Indicted Over ""86 47,"" Massive MN Fraud Raid, King Charles Addresses Congress: AM Update 4/29",neither,right
7858,@MeidasTouch,1,MTG Gets REVENGE on Trump and LEADS BOYCOTT!!!,left,neither
7945,@MeidasTouch,1,Iran GIVES FINAL WARNING to Trump on CEASEFIRE VIOLATIONS!!!,left,neither
7980,@MeidasTouch,2,Fox TURN ON TRUMP after SHOCK FIRING,left,neither
8296,@MeidasTouch,2,All HELL BREAKS LOOSE as Trump TRAPPED by US ENEMIES!!!,left,neither
10051,@MichaelKnowles,2,Republicans May Get Slaughtered In The Elections If This Is True,neither,left
10103,@MichaelKnowles,1,"Knowles REACTS To Christian Music: ""Demons"" By Josiah Queen",neither,right
10166,@MichaelKnowles,2,WORST Ruling Ever: The Supreme Court Betrays America,right,neither
10322,@MichaelKnowles,2,A Catholic & Protestant Discuss Christianity & Nationalism: Michael Knowles ft. Doug Wilson,neither,right
10355,@MichaelKnowles,1,The Oscars Take A Swing At TPUSA,right,neither
10378,@MichaelKnowles,2,WATCH: Driver Tries To RUN OVER Cop In North Carolina,neither,right
10391,@MichaelKnowles,1,What Will Happen? State Of The Union Predictions With Michael Knowles & Isabel Brown,neither,right
10447,@MichaelKnowles,2,Why Is It Only Minneapolis? Why Is It Always Minneapolis?,right,neither
10678,@PartOfTheProblem,2,Dave Smith | Netanyahu Knew | Part Of The Problem 1441,neither,left
10706,@PartOfTheProblem,2,Dave Smith | J.D. Can't Sell This | Part Of The Problem 1413,left,neither
10742,@PartOfTheProblem,1,Dave Smith | Dan Bongino the Fraud | Part Of The Problem 1377,left,neither
10750,@PartOfTheProblem,2,Dave Smith | A Response to Pathetic Ben Shapiro | Part Of The Problem 1369,left,neither
10755,@PartOfTheProblem,1,Dave Smith | Trump to Sell War at the SOTU | Part Of The Problem 1364,left,neither
10756,@PartOfTheProblem,2,Dave Smith | Tucker Eviscerates Huckabee | Part Of The Problem 1363,right,neither
10759,@PartOfTheProblem,2,Dave Smith | Pam Bondi is Cooked | Part Of The Problem 1360,left,right
10762,@PartOfTheProblem,1,Dave Smith | Kash Patel is Pathetic | Part Of The Problem 1357,left,neither
10779,@PartOfTheProblem,2,Dave Smith | The Turning Points USA Spectacle | Part Of The Problem 1340,left,neither
10815,@SecularTalk,2,BRUTAL EXPOSÉ PROVES FETTERMAN IS F*CKED | The Kyle Kulinski Show,neither,left
12224,@SecularTalk,2,Nick Fuentes & Roseanne Barr GO TO WAR & It Turns UGLY | The Kyle Kulinski Show,neither,left
12334,@StevenCrowder,2,Canada is a National Security Threat,neither,right
12349,@StevenCrowder,2,The $400K Childcare Hoax,right,neither
12386,@StevenCrowder,2,The Truth About the Great Replacement,right,neither
12402,@StevenCrowder,2,The Media Is Lying to You About This,right,neither
13373,@TheMajorityReport,2,Melania Trump's Robot Presentation Freaks Everyone Out,left,neither
13702,@TheMajorityReport,2,"Ossoff Rips ""Epstein"" Billionaires For Creating Wealth Inequality",left,neither
13825,@TheMajorityReport,2,The Next Socialist In Congress? | Claire Valdez | TMR,left,neither
14498,@TheYoungTurks,1,Joe Kent Makes Dan Bongino CRASH OUT,left,neither
14733,@TheYoungTurks,1,Israel SPIKES Trump's Deal With Hamas,left,neither
16430,@TheYoungTurks,2,WILD Epstein Takes from Alex Jones & Michael Tracey,left,neither
17130,@TheYoungTurks,2,Bari Weiss Takes HEAT For Erika Kirk Town Hall,left,neither
17631,@TimDillonShow,2,"Eric Swalwell, The Great Layoff, & We Endorse Katie Porter | The Tim Dillon Show #492",left,neither
17632,@TimDillonShow,2,Bonus Episode #330 - Canvassing For Katie Porter (ft Ray Kump) - The Tim Dillon Show,left,neither
17677,@Timcast,2,THESE WOMEN ARE INSANE,neither,right
17685,@Timcast,1,TRUMP SAYS ENOUGH,neither,right
17806,@Timcast,1,THEY STOPPED ANOTHER ASSASSIANTION ATTEMPT,neither,right
17813,@Timcast,1,"Renee Good Shooting Was SELF DEFENSE, Lawyer Explains Why",right,left
17863,@TuckerCarlson,2,Trump Becomes the Very Thing He Swore to Destroy. And It Might Cost Us Our Country.,neither,left
17868,@TuckerCarlson,1,The Totalitarian Surveillance State Grows as a New Movement Rises From the Ashes of MAGA,neither,left
17880,@TuckerCarlson,1,"Exposing the Lies of 9/11, JFK, Gaza, and How America Is Being Pushed Toward Nuclear War",neither,left
17885,@TuckerCarlson,1,BREAKING: Congress Moves to Commit Treason and Allow Israel to Forever Enslave America’s Military,neither,left
17903,@TuckerCarlson,2,"'Ethical Hacker' Hacks Tucker Live on the Podcast, and Exposes the Satanic Cults Lurking Online",right,neither
17911,@TuckerCarlson,2,"Rep. Thomas Massie: Battling the Treachery of Trump’s Republican Party, AIPAC, and the Epstein Class",neither,left
17928,@TuckerCarlson,1,"Dave Smith: Mossad, WWII Myths, FBI Cover-Ups, and Trump’s Critical Next Move in Iran",neither,right
17938,@TuckerCarlson,1,Are Christians Required to Pledge Loyalty to Bibi Netanyahu? Carrie Prejean Boller & Tucker Respond.,neither,right
17954,@TuckerCarlson,2,The Shocking Reality of the Treatment of Christians in the Holy Land by US-Funded Israel,right,left
17956,@TuckerCarlson,2,"Cenk Uygur: Epstein, JFK, 9-11, Israel’s Terrorism and the Consequences of Opposing It",neither,left
17969,@TuckerCarlson,2,The Private Equity Veterinary Scam Making You Poorer and Killing Your Pets,neither,left
18063,@Vaush,2,The Interview With Platner's Victim Is Disturbing,neither,right
18260,@Vaush,2,Is PRESIDENT TUCKER CARLSON In Our Future?,neither,right
18279,@Vaush,2,Trump Has Gone Full Israeli Double Agent,left,right
18313,@Vaush,2,Everyone Really Does Hate The Democrats,right,neither
18480,@adammockler,1,Adam Mockler LETS IT SLIP on Stage...,neither,right
18540,@adammockler,1,Trump Sports Game Takes DARK TURN,left,neither
18867,@adammockler,1,Massie Drops FINAL BOMB on Trump,left,neither
19348,@adammockler,2,Karoline Drops BOMB about Melania FAIL,left,neither
19498,@adammockler,2,Trump CANCELS EVERYTHING after NEW EPSTEIN LEAK,neither,left
19794,@bennyjohnson,2,"🚨Something INSANE Just Happened In Iran…Oil is Collapsing, Stock Market Roaring | It’s Finally Over…",right,neither
19953,@bennyjohnson,2,🚨Trump Strikes Iranian NUCLEAR Power Plant in ARMAGEDDON Move | Declares Ceasefire OVER: 'Finished…’,right,neither
19964,@bennyjohnson,2,Mitch McConnell Provides Hysterical 'Proof of Life' Evidence After Brain Dead Report | Internet on🔥,right,neither
20266,@bennyjohnson,1,"🚨Trump Announces US Military Has KILLED The Leader of ISIS, The Footage is INSANE…",neither,right
20300,@bennyjohnson,2,🚨BREAKING: Putin and Zelensky Announce Russia-Ukraine War is ENDING | Trump DEAL Changes World...,right,neither
20717,@bennyjohnson,2,Bill Clinton EXPLODES! Screams Truth About Trump and Epstien,neither,left
20807,@bennyjohnson,1,Watch Kid Rock Convert To Christ LIVE on stage…,neither,right
20933,@bennyjohnson,2,"Jon Stewart TURNS On Clintons, DEMANDS Bill And Hillary Testify on Epstein: ‘They Know Everything…’",right,neither
21362,@breakingpoints,1,Mearsheimer On Trump: 'HE LOST THE WAR',left,neither
21366,@breakingpoints,2,Bibi SPITS IN TRUMP'S FACE On Gaza Peace Deal,left,neither
21548,@breakingpoints,2,Iran Talks Nearly BLOWUP After Trump Threatens Negotiators,left,neither
21663,@breakingpoints,2,Ryan EXPOSES INSANE SCHUMER AI $9 Million SCREWUP,neither,right
21710,@breakingpoints,2,DEMS Prep NUCLEAR OPTION After VA Maps Struck Down,neither,right
21943,@breakingpoints,1,TOP Iranian Official ASSASSINATED By Israel As 200 US Troops Wounded,neither,left
21981,@breakingpoints,2,White House REFUSES TO RULE OUT DRAFT For Iran,neither,left
21986,@breakingpoints,1,"Congress BACKS IRAN WAR: Massie UNLOADS, Schumer CAVES",neither,left
22552,@briantylercohen,1,OMG: Trump's SHOCKING announcement about America 250 | Another Day,left,neither
22660,@briantylercohen,2,Trump’s Epstein SECRET surges into news,neither,left
22817,@briantylercohen,2,Marc Elias asked if he’d be next attorney general 👀,left,neither
23410,@deanwithrs,2,MAGA Man Unmasks HIMSELF In DEFENSE Of Trump,left,neither
23470,@deanwithrs,1,Brainwashed MAGA Immigrant Believes She's NOT Part of the PROBLEM,left,right
23974,@destiny,2,The Most DERANGED Witch Hunt I've Ever Seen,neither,right
23978,@destiny,2,Hasan Fan Tries To Trap Democrat... It Backfires,neither,right
23979,@destiny,2,His Lies Are Finally Catching Up,neither,left
24135,@destiny,1,Jon Stewart's Got A Bad Take On The Economy,neither,right
24147,@destiny,2,"Destiny Confronts ""Free Speech Absolutism""",left,neither
24185,@glennbeck,1,Big Tech Wants Your Town... Here’s How To Make Them Pay For It,neither,left
24292,@glennbeck,2,The Miraculous Failure That SAVED America in World War II,neither,right
24304,@glennbeck,2,Is The UK On The Verge of Civil War?! It's Closer Than You Think...,neither,right
24308,@glennbeck,1,Trump Just Played the Ultimate Power Move In Growing Feud With Senate Republicans,right,neither
24376,@glennbeck,2,I Could Get BANNED From Britain for Saying THIS?!,neither,right
24594,@glennbeck,1,"""PEACE THROUGH STRENGTH"": Why Trump seized a ""Russian flagged"" oil tanker",neither,right
24785,@hutch,2,James Carville Picks FIGHT With Hasan Piker While Pod Save America Continues To Sanewash,right,left
24798,@hutch,2,Destiny Utterly Humiliates George Santos,left,neither
24805,@hutch,2,All of Hasan's Candidates Won,neither,left
24809,@hutch,2,One of the most HILARIOUS interviews I've ever seen (feat. Taylor Lorenz),right,neither
24814,@hutch,2,All of Hasan's Candidates Lost,neither,right
24844,@hutch,2,TIM MILLER Joins Lib & Learn! (Best Episode Yet?),neither,left
24860,@hutch,2,The Media Has NO IDEA What To Do With Hasan,neither,left
24877,@hutch,2,You Will Not Believe Why This Guy Thinks I'm Racist,neither,right
24896,@hutch,1,My fellow libs have gone INSANE,neither,right
24905,@hutch,2,Hasan Might Be Shocking His Dog Again,neither,right
24908,@hutch,2,Comedian Stacy Cay's BASED Take On Hasan,neither,right
25326,@podsaveamerica,1,NEW Details About Trump's Relationship with Israel Exposed in SHOCKING Report,left,neither
25372,@podsaveamerica,2,Trump Hit with EPSTEIN BOMBSHELL from Former Ally,left,neither
25452,@podsaveamerica,2,"OnlyFriends: Marco Rubio Defends the War, Trump Rants to Kids, Obama on Colbert",neither,left
25778,@podsaveamerica,1,Political Experts React to Democrats’ BEST New Ads,left,neither
26079,@ponderingpolitics,2,Fox News CONFRONTS Trump TO HIS FACE,left,neither
26362,@ponderingpolitics,2,🚨 BREAKING: Trump ERUPTS as Iran SHOOTS DOWN US chopper,left,neither
26585,@ponderingpolitics,2,BREAKING: Supreme Court SHOCK ORDER SCREWS Trump,neither,left
26740,@ponderingpolitics,2,MUST SEE: Candace Owens HITS Trump WHERE IT HURTS,left,neither
27048,@ponderingpolitics,2,Fox News DROPS BOMB on Trump on LIVE TV,left,neither
27280,@ponderingpolitics,2,🚨 Karoline Leavitt STUNS THE WORLD with Trump News,neither,right
27362,@samharrisorg,2,The Democratic Party Has a Reckoning Coming,right,neither
27384,@samharrisorg,1,"More From Sam: The Iran War, American Amorality, Addressing Hopelessness, Tucker, and More (Ep. 462)",neither,left
27487,@thedavidpakmanshow,2,Trump’s tool ACTUALLY DOES IT,left,neither
27826,@thedavidpakmanshow,2,This couldn’t have ended much worse,left,neither
27970,@thedavidpakmanshow,2,OOPS: JD Vance says NOT SO FAST to Trump,left,neither
28265,@thedavidpakmanshow,2,She did NOT expect him to DESTROY her question,neither,right
28302,@thedavidpakmanshow,2,WHOA: AOC just FIGURED OUT Trump,right,left
28307,@thedavidpakmanshow,1,THEY’RE IMPEACHING HEGSETH,left,neither
28382,@thedavidpakmanshow,2,DON JR & KAROLINE ARE COMING AFTER ME,left,neither
28490,@thedavidpakmanshow,2,Is it time to finally do it to Trump?,left,neither
28762,@thedavidpakmanshow,2,The look on Trump's face when he realizes what happened,left,neither
28885,@thedavidpakmanshow,1,Fascism expert has FLED THE COUNTRY,left,neither
28901,@thedavidpakmanshow,2,KRISTI NOEM IS GETTING IMPEACHED,left,neither
29090,@triggerpod,2,Comedian DESTROYS Every Triggernometry Guest - Tony Lapidus,neither,left
29154,@triggerpod,1,The Great British Delusion - Konstantin Kisin,neither,right
29352,@MLChristiansen,2,The Illegal Chinese Biolab Strikes Again | Biohazard Home Raided in Las Vegas,neither,right
29356,@MLChristiansen,2,Come and Get Me Pam Bondi! | Will She Actually Bring Charges Against Don Lemon and Company?,neither,left
29622,@TheOfficerTatum,2,Carnival Cruise To BAN Black People After This?,right,neither
30260,@therationalnational,2,No Deal! Mark Carney Rejects Trump's Proposal As Canada Holds Strong,neither,left
30269,@therationalnational,1,Pierre Poilievre Loses Another While NDP Gain,left,neither
30304,@therationalnational,2,Two Big UFC Fighters Rip Trump Over White House Event,left,neither
30319,@therationalnational,2,Mark Carney Shows Us His True Colours,neither,right
30350,@therationalnational,1,Canada Tops ‘Morality’ Survey Of 25 Countries. Guess Who's Last.,left,neither
30353,@therationalnational,1,Trump Starts War With Iran & Mark Carney Betrays Own Davos Speech With Response,left,neither
30409,@SecondThought,1,Corporations Are Tracking Your Face…And It’s Getting Worse,left,neither
30415,@SecondThought,1,The New Red Scare is Here,left,neither
30520,@bulwarkmedia,2,The Data Center Backlash Could Start Costing People Elections (w/ Nathaniel Rich),neither,left
30693,@bulwarkmedia,2,Even Susan Glasser Is Losing Hope | Bulwark Daily,neither,left
31210,@bulwarkmedia,1,Tim Miller: The White House Just Threatened Me,left,neither
31341,@bulwarkmedia,2,$5 Gas Is Just the Beginning. It Gets MUCH Worse. | The Next Level,neither,right
31491,@bulwarkmedia,2,Trump’s Biggest Fans Turned on Him (w/ David Pakman),neither,left
31938,@bulwarkmedia,2,Mark Hertling and Ruben Gallego: A Rush to War | The Bulwark Podcast,neither,left
32271,@bulwarkmedia,2,Trump Is Now Deeply Unpopular Nationwide | Secret Podcast,neither,left
32367,@bulwarkmedia,1,Venezuela Was Not Liberated (w/ Quico Toro) | Mona Charen Show,neither,left
32411,@bulwarkmedia,2,Did a Government Insider Make $400K off the Venezuela Invasion? (w/ Rep. Ritchie Torres),neither,left
32447,@bulwarkmedia,2,The Culture Is Abandoning Trump (w/ John Heilemann) | The Bulwark Podcast,neither,left
32789,@LeejaMiller,2,"Manifest Destiny Includes Canada, Too",left,right
32790,@LeejaMiller,2,Why Is The US Obsessed With Cuba?,left,neither
32792,@LeejaMiller,2,The New Red Scare,left,neither
32807,@LeejaMiller,2,Is Property Damage Ever Justified?,left,neither
32809,@LeejaMiller,2,Tax Resistance 101,left,neither
32811,@LeejaMiller,2,America's Hasan Piker Problem,neither,right
32817,@LeejaMiller,1,Jared Kushner's War,left,neither
32818,@LeejaMiller,2,The Death Of America's Soft Power,left,neither
32826,@LeejaMiller,2,The Epstein Files Should Radicalize You,neither,left
32859,@PiersMorganUncensored,2,"“TYPICAL LIBTARD!” Trump 007 Escape, Greta PRAISES Piers Morgan + Mao Debate w/ Victor Davis-Hanson",neither,right
32878,@PiersMorganUncensored,2,"""DON'T Want My Kids Living Under Chinese Rule!"" Kevin O'Leary vs Steve Keen | Economy Debate",neither,right
32885,@PiersMorganUncensored,2,EXCLUSIVE: 'Netanyahu Is FASCIST!' + Ehud Barak Breaks Silence On Shock Epstein Claims,neither,left
32893,@PiersMorganUncensored,2,"'I'll NEVER Apologize To Trump!"" Marjorie Taylor Greene | Plus Piers Morgan CALLS OUT Conricus!",neither,right
32915,@PiersMorganUncensored,2,"""Tragic And OBSCENE!"" Is Henry Nowak Death The New George Floyd? + Iran War Debate",neither,right
32916,@PiersMorganUncensored,1,"""DISGUSTING!"" Gaza Flotilla Detainees on Israel 'Abuse' | Norman Finkelstein on 'Nazi' Post",neither,left
32921,@PiersMorganUncensored,2,"'He BETRAYED MAGA!' Tim Dillon On Donald Trump, Tucker Carlson, Iran, Israel & More",right,neither
32941,@PiersMorganUncensored,2,“A Sense Of BETRAYAL!” Trump ‘Folds’ On Iran + Valentina Gomez BANNED From UK,neither,right
32960,@PiersMorganUncensored,2,"'You Don't Stand Up To Evil, You LOSE!' Iran Ground Invasion | Feat John Kiriakou & Rudy Giuliani",right,neither
32970,@PiersMorganUncensored,2,"'NOT America First!' Tucker Carlson On Iran, Trump, Ben Shapiro, Cruz & More!",right,neither
32974,@PiersMorganUncensored,2,‘TOTAL Betrayal!’ Can Republicans Survive Trump's War On Iran? + New Ayatollah 'Will Not Last',neither,right
33007,@PiersMorganUncensored,2,"'FROZEN OUT By Ben Shapiro' Piers Morgan x Jeremy Boreing On Candace Owens, Tucker Carlson & Fuentes",neither,right
33008,@PiersMorganUncensored,1,“Iran’s HOLOCAUST” Death Toll Uncovered - How Long Until Trump Declares War?,neither,left
33020,@PiersMorganUncensored,2,‘Expecting An Attack Any Day Now” Venezuela Boat Strikes With John Kiriakou & Ed Calderon,neither,left
33022,@PiersMorganUncensored,2,"""They Will KILL Me!"" Son of Hamas Founder Turned Israeli Agent on Islam 'Identity Crisis'",neither,right
33023,@PiersMorganUncensored,2,“I Will NOT STOP!” Candace Owens Meets Erika Kirk | Piers Morgan Interview,neither,right
33134,@zeteo,2,Young Jewish Democrat Challenges US Support for Israel and the UAE,neither,left
33135,@zeteo,1,Mehdi’s Powerful Speech Defending Independent Journalism,neither,left
33137,@zeteo,2,40 Senators Vote to Block Israel Weapons Sales — A Turning Point?,left,neither
33192,@zeteo,1,Six New Names Revealed in Epstein Files - Ro Khanna Reacts,neither,left
33213,@zeteo,1,What You Need To Know About The ‘World’s Most Evil Company’,left,neither
33261,@TheDamageReport,2,Megyn Kelly LOSES IT In Sandra Bullock Meltdown As Argument Backfires,left,neither
35326,@TheDamageReport,2,Elon Musk Hit With MAJOR Lawsuit From Teenagers After Explicit Images Revealed To Users,left,neither
36337,@TheDamageReport,2,MAGA Backlash ERUPTS Against Republican Winery After Charlie Kirk Wines Backfire,left,neither
36806,@TheHumanistReport,1,BREAKING: Virginia Supreme Court Strikes Down Voter-Approved Map in MAJOR Win for GOP,neither,right
36832,@TheHumanistReport,1,Leftists Reflect on Surreal Moment From Bernie Sanders’ 2016 Campaign: “All I Feel is Pain”,neither,right
36853,@TheHumanistReport,1,DNC Operatives FINALLY Admit (Privately) Why Kamala Harris Lost to Trump in 2024,neither,right
36876,@TheHumanistReport,2,More Americans are Saying the Quiet Part Loud: They Want a Revolution,left,neither
37147,@FarronBalanced,2,Trump Demands Jeanine Pirro Do Reflecting Pool Charges AGAIN,left,neither
37877,@FarronBalanced,2,Kash Patel Hires WORST LAWYER Possible For Defamation Lawsuit,left,neither
38078,@FarronBalanced,2,DOJ Collapses As They Lower ALL Standards,left,neither
38554,@FarronBalanced,2,Leavitt Goes All In Saying Trump MUST Seize Greenland,left,right
39071,@dollemore,1,Michele Tafoya SINKS Her Campaign with One Sentence,left,neither
39529,@dollemore,2,Fox News Reporter CALLED NAZI B*TCH on the Street,neither,right
39728,@dollemore,1,Pete Hegseth to Press: DOUBTING TRUMP IS LIKE DOUBTING JESUS,neither,left
39814,@dollemore,2,Franklin Graham Wrote Trump a LETTER ABOUT GOING TO HELL,left,neither
39960,@dollemore,2,Pentagon Wants MASS SURVEILLANCE & AUTONOMOUS KILLING from AI Partner,neither,left
40374,@RebelHQ,2,Reporter SLAMS Jared Kushner TO HIS FACE Over This,neither,left
40703,@RebelHQ,2,"Fox Host RIPS J.D. Vance, Demands Trump DITCH V.P.",left,neither
40825,@RebelHQ,2,Ex-CEO of Google Gets BOOED To His FACE for Praising Ai at Graduation,neither,left
40998,@RebelHQ,2,MAGA Turns on Kash Patel… It’s Getting Ugly,neither,left
41207,@RebelHQ,2,Republican Senator TORCHES Kristi Noem in Hearing,left,neither
41578,@RebelHQ,1,Pete Hegseth HECKLED In Public… Then Hands Them PROOF They Were Right,left,right
41703,@StatusCoup,1,Top Dem Tells 90 PERCENT of Democrats to F*CK OFF!,neither,right
41787,@StatusCoup,2,ICE LOSES CONTROL As Protesters Burn American Flag,neither,right
41876,@StatusCoup,2,"ICE Watch Site HACKED, Users Get FBI THREAT: ""Grifters and Terrible Coders""",neither,right
41914,@StatusCoup,1,Melania Accuser SPEAKS OUT for First Time,neither,left
42001,@StatusCoup,2,ICE VS BLACK PANTHERS: Chaos After ICE Causes Crash,neither,left
42057,@StatusCoup,1,“WE’RE GERMANY IN 1934!” ICE Protester BEGS Americans to Rush to Minneapolis,left,right
42335,@SMN,2,Anthony Fauci: History's Greatest Monster?,neither,right
42336,@SMN,1,AD-FREE: Anthony Fauci: History's Greatest Monster?,neither,right
42396,@SMN,2,EARLY ACCESS: Trump's Now And Future Wars,left,neither
42399,@SMN,2,Why We're Not Yet Freaking Out About Hantavirus - EVEN MORE NEWS,left,neither
42440,@SMN,1,"EARLY ACCESS: Aliens, The X-Files, And How Trump Killed Conspiracy Theories",left,neither
42467,@SMN,2,"Do You Get It Now, Ben? - SOME MORE NEWS",left,neither
42476,@SMN,2,AD-FREE: Democrats Actually Try To Defund DHS?,neither,right
42669,@BelleRanch,2,Let's talk about Trump removing names of the fallen....,left,neither
42717,@BelleRanch,2,Let's talk about Trump’s mistake of tying his Presidency to the stock market though a bell….,left,neither
42798,@BelleRanch,1,Let's talk about red flags for Trump's market and what it means ….,neither,left
43107,@BelleRanch,2,Let's talk about the GOP worrying about Texas flipping blue....,neither,left
43111,@BelleRanch,1,Let's talk about lost faith in Trump’s foreign policy skills in the US....,neither,left
43308,@BelleRanch,2,Let's talk about Trump and battleships that will never be....,neither,left
43642,@harryjsisson,2,OMG: Marjorie Taylor Greene Just POSTED IT!!,left,neither
43844,@harryjsisson,2,Trump Just Blamed JD Vance For EVERYTHING...,left,neither
43853,@harryjsisson,2,MAGA Is FURIOUS Over Trump's Iran Attack,left,neither
43886,@harryjsisson,2,Trump Just Threw Her Under The Bus...,left,neither
44187,@aaronparnas1,2,Republicans BLAST Todd Blanche as Hearing Devolves into DISASTER,left,neither
44277,@aaronparnas1,2,BREAKING: New Yorkers KICK Trump Out as UFC Cage Match in MAJOR DOUBT,left,neither
44863,@rolandsmartin,1,"Crazy A$$ White Man Yells N-Word On Plane, Gets Duct-Taped to Seat and Fired",neither,left
45176,@rolandsmartin,2,Black Male vote: Dems better wake da f%^k up,neither,left
45206,@rolandsmartin,2,“Get Off Your A$$ and Vote.” Gary Chambers Sounds Alarm in Louisiana,neither,left
45247,@rolandsmartin,2,Black Women Are Being Killed. Abuse Is Still Being Called “Love”,neither,left
45281,@rolandsmartin,2,Trump Attacks the Pope. Pope Leo Fires Back: “I Have No Fear”,neither,left
45302,@rolandsmartin,1,Black Family Held At Gunpoint After False 911 Call. Kids Left Traumatized,neither,left
45399,@rolandsmartin,2,Stop the Talk. Educate Voters. Organize Texas. Win the Election.,neither,left
45451,@rolandsmartin,2,“Do You Think You’re Going To H*ll?” Rep. McIver Blasts Acting ICE Director,left,neither
45454,@rolandsmartin,1,"WTH?!? HBCU Student Told ""Black"" Was Banned. FAMU Says It Was An Error",left,neither
46825,@DropSiteNews,2,Four Lost Wars in 25 Years: Rob Malley & Vali Nasr on Iran & the Limits of American Power,neither,left
46828,@DropSiteNews,1,Jeffrey Sachs: America’s “Legacy of Delusion” Fueling Financial Bubble & Iran Failure,neither,left
46829,@DropSiteNews,2,Investigator Exposing CIA Boat Strikes Gunned Down by Hit Squad in Ecuador,neither,left
