month,topic_id,balanced_share,raw_n,n_groups,raw_share,label,political
2026-01,72,0.0003223893923658055,56.0,298,0.0018841262364578427,Trump and FIFA World Cup controversy,True
2026-01,73,0.009864985131223351,127.0,298,0.004272929143395465,Left Wing Political Violence,True
2026-01,74,0.0008722980209218756,67.0,298,0.0022542224614763473,2026 US Primary Elections,True
2026-01,75,0.00958786736959293,507.0,298,0.01705807146221654,Brown University Mass Shooting,False
2026-01,76,0.00026042827561414755,7.0,298,0.00023551577955723034,Nolan Wells Investigation,False
2026-01,77,0.0030802456162476255,27.0,298,0.0009084180068636027,Socialism and Democratic Party Conflict,True
2026-01,78,0.005088949295574721,114.0,298,0.0038355426956463226,Covid Vaccine Controversy,True
2026-01,79,0.004069113689771065,93.0,298,0.0031289953569746316,Brian Shapiro vs MAGA Callers Debate,True
2026-01,80,0.002311392260316359,51.0,298,0.0017159006796312495,Black Voting Rights and Political Representation,True
2026-01,81,0.0017590344087831484,49.0,298,0.0016486104569006124,Karoline Leavitt White House Press Briefing,True
2026-01,82,0.004319327783040556,276.0,298,0.00928605073682794,Wildfires and Firefighters Response,False
2026-01,83,0.0012634706059211265,21.0,298,0.000706547338671691,AI Data Centers and Political Debate,True
2026-01,84,0.0037691935906702455,64.0,298,0.0021532871273803916,Ilhan Omar Criminal Investigation,True
2026-01,85,0.001560653747542334,61.0,298,0.002052351793284436,Political Media and Trump Controversies,True
2026-01,86,0.0011818088838517757,12.0,298,0.0004037413363838234,Sneako and Political Interviews,True
2026-01,87,0.0035859161166283513,108.0,298,0.003633672027454411,California fraud investigation,True
2026-01,88,0.0012684524245025143,65.0,298,0.00218693223874571,DHS Funding Shutdown Debate,True
2026-01,89,0.0015062763442468261,49.0,298,0.0016486104569006124,Kash Patel and FBI Controversies,True
2026-01,90,0.0025128191164704742,32.0,298,0.0010766435636901958,Marc Lamont Hill and Joe Budden Podcast Controversy,True
2026-01,91,0.0015366642681349102,120.0,298,0.004037413363838234,Trump and NATO Relations,True
2026-01,92,0.0008889449820030417,32.0,298,0.0010766435636901958,Joe Rogan and Trump Political Discussions,True
2026-01,93,0.0004987390723029179,29.0,298,0.0009757082295942399,Olympics and Team USA Politics,True
2026-01,94,0.0001300439183941966,6.0,298,0.0002018706681919117,Abdul El-Sayed Senate Primary Victory,True
2026-01,95,0.005532804168030519,124.0,298,0.004171993809299509,Tech Business and Startups,False
2026-01,96,0.001342562040945048,97.0,298,0.0032635758024359062,Supreme Court and Trump Tariffs,True
2026-01,97,0.006393630859217685,246.0,298,0.008276697395868381,Healthcare Affordability and Policy,True
2026-01,98,0.014790829141000038,148.0,298,0.004979476482067155,JLP Weekly Series,False
2026-01,99,0.0018026846136704,42.0,298,0.001413094677343382,Abortion and Pregnancy Policies,True
2026-01,100,0.00709753057125212,121.0,298,0.0040710584752035525,Media and Journalism Critique,True
2026-01,101,0.0013916741100418568,11.0,298,0.0003700962250185048,Trump UFC White House Event,True
2026-01,102,0.0054596681390057,49.0,298,0.0016486104569006124,Political Media Figures,True
2026-01,103,0.0021957797207273573,51.0,298,0.0017159006796312495,Hunter Biden and Joe Biden controversies,True
2026-01,104,0.003916864378691801,68.0,298,0.0022878675728416663,MAGA Supporters and Arguments,True
2026-01,105,0.0002413380839429942,6.0,298,0.0002018706681919117,Spencer Pratt LA Mayoral Campaign,True
2026-01,106,4.954971825041312e-05,2.0,298,6.729022273063724e-05,Hasan Piker and Political Smear Campaigns,True
2026-01,107,0.0009487285435500678,20.0,298,0.0006729022273063724,AOC on the World Stage,True
2026-01,108,0.00012168486876857102,8.0,298,0.00026916089092254896,Trump Reflecting Pool Scandal,True
2026-01,109,0.0013500195077433995,28.0,298,0.0009420631182289214,FBA and African Refugee Issues,True
2026-01,110,0.007840320333700322,223.0,298,0.007502859834466052,Tim Walz and Minnesota Fraud Scandal,True
2026-01,111,0.003911333545876209,51.0,298,0.0017159006796312495,HasanAbi 2026 Schedule,False
2026-01,112,0.00010462761304907255,7.0,298,0.00023551577955723034,WNBA and Sophie Cunningham controversy,True
2026-01,113,0.002277929283330393,91.0,298,0.0030617051342439945,Trump's Health Concerns,True
2026-01,114,0.0028416390069717712,81.0,298,0.002725254020590808,Education and Schools in Political Context,True
2026-01,115,0.0012229444649043584,312.0,298,0.01049727474597941,PM Modi and BRICS Diplomacy,True
2026-01,116,0.004759837649948777,60.0,298,0.002018706681919117,TikTok Censorship and Politics,True
2026-01,117,0.001365318939642686,77.0,298,0.0025906735751295338,SAVE Act and Senate Debate,True
2026-01,118,0.0014318833779140986,101.0,298,0.0033981562478971805,Federal Reserve Chair Kevin Warsh and Interest Rates,True
2026-01,119,0.00016181555710223923,7.0,298,0.00023551577955723034,UK Prime Minister Andy Burnham,True
2026-01,120,0.0018599194860265571,58.0,298,0.0019514164591884799,Hakeem Jeffries News Conferences,True
2026-01,121,0.0010949845879936416,23.0,298,0.0007738375614023283,Rev Jesse Jackson and Civil Rights Legacy,True
2026-01,122,0.0003657977771712944,15.0,298,0.0005046766704797792,King Charles III and Trump interactions,True
2026-01,123,0.00214596465698682,65.0,298,0.00218693223874571,Wealth Tax and Billionaires,True
2026-01,124,3.749778480421083e-05,7.0,298,0.00023551577955723034,JD Vance and Iran negotiations,True
2026-01,125,0.0036030408463279743,150.0,298,0.0050467667047977924,Walmart Shoplifting and Police Incidents,False
2026-01,126,0.005396032313297327,92.0,298,0.003095350245609313,Erika Kirk Controversy,True
2026-01,127,0.004057612922776576,86.0,298,0.0028934795774174012,Melania Trump Conspiracy Theories,True
2026-01,128,0.00189579662576852,42.0,298,0.001413094677343382,Gen Z and Boomers Political Apathy,True
2026-01,129,0.002050417208359694,59.0,298,0.0019850615705537984,Megyn Kelly and Political Media,True
2026-01,130,0.0016488545197881497,61.0,298,0.002052351793284436,Hillary Clinton Epstein Testimony,True
2026-01,131,0.0034223466065808985,74.0,298,0.0024897382410335777,UK Political Chaos and Government Issues,True
2026-01,132,0.00489274553529828,88.0,298,0.0029607698001480384,Political Podcasts and Commentary,True
2026-01,133,0.002632681508277386,94.0,298,0.00316264046833995,Gold and Central Banks in Economy,True
2026-01,134,0.0020213195645352893,40.0,298,0.0013458044546127447,Piers Morgan and Guests on Political Topics,True
2026-01,135,0.0023224697468496756,109.0,298,0.0036673171388197294,Political War Room and Figures,True
2026-01,136,0.0019165253597704767,47.0,298,0.001581320234169975,Trump Midterm Election Rigging,True
2026-01,137,0.00017222206698088628,8.0,298,0.00026916089092254896,Mitch McConnell Health Rumors,True
2026-01,138,0.00045624676999300647,68.0,298,0.0022878675728416663,Venezuela Earthquake Disaster,False
2026-01,139,0.0014637692020557506,22.0,298,0.0007401924500370096,Bill Maher Political Commentary,True
2026-01,140,0.00428008088165033,97.0,298,0.0032635758024359062,Crypto and Politics Scandal,True
2026-01,141,0.004313220950463194,61.0,298,0.002052351793284436,Homelessness and Socialist Mayors in US Cities,True
2026-01,142,0.0026716486856926945,74.0,298,0.0024897382410335777,Transgender Athletes in Women's Sports,True
2026-01,143,0.0009923300658953667,31.0,298,0.0010429984523248773,RFK Jr. testifies on HHS and Senate,True
2026-01,144,0.0011840458281630654,19.0,298,0.0006392571159410538,Myron's Critique of Modern Dating and Feminism,True
2026-01,145,0.0009577093341381709,46.0,298,0.0015476751228046565,Trump Ballroom Construction Controversy,True
2026-01,146,0.0035690300840879436,311.0,298,0.01046362963461409,Sudan Civil War and Africa Politics,True
2026-01,147,0.0006635052916579967,15.0,298,0.0005046766704797792,SPLC Indictment and Hate Groups,True
2026-01,148,0.0003366219923891988,23.0,298,0.0007738375614023283,2026 World Cup,False
2026-01,149,0.002911616885356134,119.0,298,0.004003768252472915,Mexico Cartel Violence,True
2026-01,150,0.0006738769835942421,12.0,298,0.0004037413363838234,Super Bowl Halftime Show Controversy,True
2026-01,151,0.0012205818387464953,37.0,298,0.0012448691205167888,Vice President JD Vance Remarks,True
2026-01,152,0.0023326812618502993,199.0,298,0.006695377161698405,LaGuardia Plane Crash Investigation,False
2026-01,153,0.005644045050887997,156.0,298,0.005248637372989705,Members Only Show,True
2026-01,154,0.005297927828852067,269.0,298,0.009050534957270708,Anti-Trump Protests and Riots,True
2026-01,155,0.004886807906185913,77.0,298,0.0025906735751295338,Ben Shapiro and Political Commentary,True
2026-01,156,0.003990911499339577,57.0,298,0.0019177713478231613,Kamala Harris 2028 Election Speculation,True
2026-01,157,0.000971798092910259,31.0,298,0.0010429984523248773,Melania Trump Events and Participation,True
2026-01,158,0.0033096275774547397,348.0,298,0.01170849875513088,India's Muslims and Political Parties,True
2026-01,159,0.0013225347462709762,9.0,298,0.00030280600228786757,No Kings Protests Movement,True
2026-01,160,0.0006500073023418017,29.0,298,0.0009757082295942399,Ceuta Migration Crisis,True
2026-01,161,0.0002478965432044899,14.0,298,0.0004710315591144607,Tulsi Gabbard Resignation and Controversies,True
2026-01,162,0.00018710630464292979,7.0,298,0.00023551577955723034,Eric Swalwell Allegations and Resignation,True
2026-01,163,0.0017969235092676335,57.0,298,0.0019177713478231613,Trump's Mental Health Decline,True
2026-01,164,0.0013122151048737699,200.0,298,0.006729022273063724,Winter Storm Impact on US,False
2026-01,165,0.00026530214552411465,7.0,298,0.00023551577955723034,Alex Pretti Shooting and Federal Agents,True
2026-01,166,0.00014356143468281283,5.0,298,0.0001682255568265931,Thomas Massie political defeat,True
2026-01,167,0.0011416850412880831,38.0,298,0.0012785142318821076,Stephen Miller and Trump Scandal,True
2026-01,168,0.0006110620437255515,47.0,298,0.001581320234169975,Spirit Airlines shutdown and airline industry impact,False
2026-01,169,0.011448286570726543,357.0,298,0.012011304757418746,Rob Reiner murder and political backlash,True
2026-01,170,0.010556992889285492,458.0,298,0.015409461005315928,Bondi Beach Terror Attack,True
2026-01,171,0.0014161814643798626,24.0,298,0.0008074826727676468,Andrew Tate Arrest and Legal Issues,True
2026-01,172,0.003321929911059583,206.0,298,0.006930892941255635,G7 Summit and Macron-Trump Bilateral Meetings,True
2026-01,173,0.0002433844682817723,26.0,298,0.0008747728954982841,Hantavirus outbreak on cruise ship,False
2026-01,174,0.00022429574920361875,18.0,298,0.0006056120045757351,Knicks NBA Finals and Trump controversies,True
2026-01,175,0.004973991677502428,35.0,298,0.0011775788977861517,Asmongold controversy and bans,False
2026-01,176,0.0016194467729962053,94.0,298,0.00316264046833995,Trump inflation crisis,True
2026-01,177,0.001011650094054113,20.0,298,0.0006729022273063724,Alex Jones and InfoWars political controversy,True
2026-01,178,0.0010926668619820042,42.0,298,0.001413094677343382,CNN and Political Conflict,True
2026-01,179,0.0005885929183946493,55.0,298,0.001850481125092524,Trump feud with Pope Leo,True
2026-01,180,0.0014791122693580555,64.0,298,0.0021532871273803916,Trump and American Farmers,True
2026-01,181,0.0035493723854770967,73.0,298,0.002456093129668259,Bari Weiss and CBS News Controversy,True
2026-01,182,0.00043875854744436255,27.0,298,0.0009084180068636027,MAGA backlash over Iran war,True
2026-01,183,0.00013323099884832837,4.0,298,0.00013458044546127448,Joe Kent Resignation and Iran War Scandal,True
2026-01,184,0.002222309812089138,56.0,298,0.0018841262364578427,Housing Policy and Politics,True
2026-01,185,0.0016440031083828441,19.0,298,0.0006392571159410538,Behind the scenes streaming,False
2026-01,186,0.0009778996577787082,13.0,298,0.0004373864477491421,Treasury Secretary Scott Bessent testifies,True
2026-01,187,0.003890091759333114,63.0,298,0.002119642016015073,Comedy and Cultural Debate,True
2026-01,188,0.00281027909866019,172.0,298,0.0057869591548348025,NYC Terror Plot Exposures,True
2026-01,189,0.00040105527669680847,2.0,298,6.729022273063724e-05,Trump Leverage and Political Strategy,True
2026-01,190,0.00010276683217739916,4.0,298,0.00013458044546127448,Markwayne Mullin DHS confirmation hearing,True
2026-01,191,0.006929563081254898,48.0,298,0.0016149653455352936,Political Commentary and Interviews,True
2026-01,192,0.015928595706569897,510.0,298,0.017159006796312496,Christmas and Trump,True
2026-01,193,0.00023762150354291977,5.0,298,0.0001682255568265931,DSA and Democratic Party Conflict,True
2026-01,194,0.0018014863293736147,87.0,298,0.00292712468878272,Medal of Honor Ceremonies,True
2026-01,195,2.5484798812358893e-05,2.0,298,6.729022273063724e-05,Trump and Natalie Harp Connection,True
2026-01,196,0.00027149078778151975,28.0,298,0.0009420631182289214,Belfast riots and anti-migrant unrest,True
2026-01,197,0.0026069460842355423,90.0,298,0.003028060022878676,Marijuana Policy and Politics,True
2026-01,198,0.0038593209278805062,28.0,298,0.0009420631182289214,Woke Culture and Political Discourse,True
2026-01,199,0.0013054938345340877,83.0,298,0.0027925442433214456,Iran War and Energy Market Impact,True
2026-01,200,0.00033921013654814,15.0,298,0.0005046766704797792,Prince Andrew Epstein Arrest,True
2026-01,201,0.0012738581897164484,25.0,298,0.0008411277841329655,Glenn Beck Political Commentary,True
2026-01,202,0.005990114785141985,64.0,298,0.0021532871273803916,Save American Democracy,True
2026-01,203,0.0012565701379263924,78.0,298,0.0026243186864948523,Trump Iran War Briefings,True
2026-01,204,0.0041991408109646215,110.0,298,0.003700962250185048,Political Talk Show Drama,True
2026-01,205,0.003014988405198309,31.0,298,0.0010429984523248773,Nick Fuentes and Political Controversies,True
2026-01,206,0.005744724676515725,201.0,298,0.006762667384429042,FBI and Jan 6 Pipe Bomb Case,True
2026-01,207,0.0015559565912716567,81.0,298,0.002725254020590808,Jack Smith Testifies on Trump Investigations,True
2026-01,208,0.0006535856870294687,19.0,298,0.0006392571159410538,Comey Indictment by DOJ,True
2026-01,209,0.0014100181493895932,35.0,298,0.0011775788977861517,Social Media and Teen Addiction Lawsuits,True
2026-01,210,0.002437173887914259,88.0,298,0.0029607698001480384,U.S. and World Headlines,True
2026-01,211,0.0004634649466864233,100.0,298,0.003364511136531862,Alex Jones and Katie Phang Updates,True
2026-01,212,0.0003299156355675632,17.0,298,0.0005719668932104166,Melania Trump and Epstein Scandal,True
2026-01,213,0.0005062185880195755,62.0,298,0.0020859969046497545,San Diego Mosque Shooting,True
2026-01,214,3.812968619170183e-05,9.0,298,0.00030280600228786757,John Fetterman and Democratic Party Issues,True
2026-01,215,0.007259850764475554,84.0,298,0.002826189354686764,Dan Bongino's Political Outbursts,True
2026-01,216,0.0020399280966223554,29.0,298,0.0009757082295942399,Tupac Murder Trial,True
2026-01,217,0.009525546005964555,165.0,298,0.0055514433752775726,Trump's Unwise Actions and Mistakes,True
2026-01,218,0.00804810062926065,308.0,298,0.010362694300518135,Epstein Files and Trump DOJ,True
2026-01,219,0.0011443574007934027,38.0,298,0.0012785142318821076,Trump signing executive orders,True
2026-01,220,0.0027266543961853114,46.0,298,0.0015476751228046565,British Islamophobia and Political Tensions,True
2026-01,221,0.0008368019946484227,20.0,298,0.0006729022273063724,Dolly Parton Tribute and Legacy,False
2026-01,222,0.004049761829000487,65.0,298,0.00218693223874571,Political Podcasts and Influencers,True
2026-01,223,0.01578531125865117,354.0,298,0.01191036942332279,Yearly Predictions and Reviews,False
2026-01,224,0.005370058853901375,218.0,298,0.007334634277639459,Political Media Broadcasters,True
2026-01,225,0.0007143737414577899,68.0,298,0.0022878675728416663,Nepal Floods and Rescue Efforts,False
2026-01,226,0.0011037900777617975,46.0,298,0.0015476751228046565,Trump Approval Ratings Hit Lows,True
2026-01,227,0.0036975738282799646,61.0,298,0.002052351793284436,Fast Food and Political Issues,True
2026-01,228,0.0008705436825057923,24.0,298,0.0008074826727676468,Political media responses and announcements,True
2026-01,229,0.00032130614535708725,91.0,298,0.0030617051342439945,US-Iran Peace Talks in Pakistan,True
2026-01,230,0.0010681525531897318,39.0,298,0.0013121593432474262,Marjorie Taylor Greene Exposes Trump,True
2026-01,231,0.004286624305831151,53.0,298,0.0017831909023618869,College Sports and NIL Controversies,False
2026-01,232,0.005527662428014348,88.0,298,0.0029607698001480384,Political Conferences and Festivals 2026,True
2026-01,233,0.0015933325669571698,32.0,298,0.0010766435636901958,MMA and Combat Sports,False
2026-01,234,0.0018474171106014961,43.0,298,0.0014467397887087006,Antifa and Political Violence,True
2026-01,235,0.001654343358409098,80.0,298,0.0026916089092254895,Kennedy Center and Trump Name Removal,True
2026-02,0,0.025570593263189938,1153.0,312,0.033117908947292836,Iran War and Strait of Hormuz Tensions,True
2026-02,1,0.02573124911560169,397.0,312,0.011403130834410455,Shocking Events and Reactions,True
2026-02,2,0.019909797198268058,516.0,312,0.014821197759586385,Israel-Palestine Conflict Media,True
2026-02,3,0.07431072262134063,2036.0,312,0.05848053999712768,ICE Protests and Shootings,True
2026-02,4,0.010172641199125311,1021.0,312,0.02932643975298004,Ukraine-Russia War and Political Figures,True
2026-02,5,0.00896760767203089,400.0,312,0.011489300588826655,Trump Supreme Court Legal Issues,True
2026-02,6,0.010006143425582604,507.0,312,0.014562688496337786,Trump and China political relations,True
2026-02,7,0.0063939381091741385,345.0,312,0.00990952175786299,Trump vs Maduro Venezuela Conflict,True
2026-02,8,0.03748798392674703,710.0,312,0.020393508545167312,Epstein Files Political Connections,True
2026-02,9,0.011790728229941526,268.0,312,0.007697831394513859,AI and Political Concerns,True
2026-02,10,0.0029977735306934575,88.0,312,0.002527646129541864,Zohran Mamdani and NYC Politics,True
2026-02,11,0.006981584020183327,177.0,312,0.005084015510555795,Hollywood and Oscars Politics,True
2026-02,12,0.008547705751746355,281.0,312,0.008071233663650725,Canada-US Political Tensions,True
2026-02,13,0.011498883615694715,105.0,312,0.003015941404566997,Modern Women and Feminism Debate,True
2026-02,14,0.0006159229445561877,34.0,312,0.0009765905500502656,Pete Hegseth and Iran War,True
2026-02,15,0.002137456578559357,84.0,312,0.0024127531236535975,Charlie Kirk murder trial,True
2026-02,16,0.005478852004677107,205.0,312,0.005888266551773661,California Election Fraud Scandal,True
2026-02,17,0.00854014812402467,308.0,312,0.008846761453396525,2026 Midterm Election Predictions,True
2026-02,18,0.002149827959486237,122.0,312,0.00350423667959213,Lindsay Clancy Murder Trial,False
2026-02,19,0.007523445819263694,120.0,312,0.0034467901766479965,America's 250th Anniversary and Founding History,True
2026-02,20,0.003179385609200563,960.0,312,0.027574321413183972,Indian Politics and Parliament,True
2026-02,21,0.01745042403151195,436.0,312,0.012523337641821054,Trump and Epstein Files Scandal,True
2026-02,22,0.010324368155720668,134.0,312,0.0038489156972569293,Christian Nationalism and Politics,True
2026-02,23,0.001390276142321631,34.0,312,0.0009765905500502656,Tucker Carlson Political Commentary,True
2026-02,24,0.014774878013149566,520.0,312,0.014936090765474652,Trump Meltdowns and Collapses,True
2026-02,25,0.011021870699910407,446.0,312,0.01281057015654172,Immigration and Deportation Policies,True
2026-02,26,0.0021455586779522413,85.0,312,0.002441476375125664,White House Correspondents Dinner Shooting,True
2026-02,27,0.024130841549347994,1336.0,312,0.038374263966681026,Trump and Greenland politics,True
2026-02,28,0.005136645608153593,291.0,312,0.008358466178371392,UK PM Keir Starmer Resignation Calls,True
2026-02,29,0.003485498974375264,110.0,312,0.00315955766192733,Cuba-US Political Tensions,True
2026-02,30,0.012993458228045322,386.0,312,0.011087175068217723,Pam Bondi and Epstein Files Scandal,True
2026-02,31,0.007796105890811928,114.0,312,0.0032744506678155966,Candace Owens and Erika Kirk Controversy,True
2026-02,32,0.0016728157350007682,123.0,312,0.0035329599310641967,Artemis II Moon Mission Updates,False
2026-02,33,0.004326571243867153,176.0,312,0.005055292259083728,Elon Musk and Political Influence,True
2026-02,34,0.0027972433599174396,164.0,312,0.004710613241418929,Fox News and Trump on Air Conflicts,True
2026-02,35,0.0004889015028176547,19.0,312,0.0005457417779692661,Lindsey Graham's Funeral and Legacy,True
2026-02,36,0.0020293723857615696,75.0,312,0.002154243860404998,JD Vance and Trump Political Conflict,True
2026-02,37,0.0056439212089510575,100.0,312,0.0028723251472066638,Islam and Political Discourse,True
2026-02,38,0.000781919158781202,131.0,312,0.0037627459428407296,Israel-Lebanon Conflict and Ceasefire Talks,True
2026-02,39,0.00207052869375563,80.0,312,0.002297860117765331,Trump and Rising Energy Prices,True
2026-02,40,0.011011352625019441,402.0,312,0.011546747091770788,Trump's speeches and events,True
2026-02,41,0.004943403253404338,157.0,312,0.004509550481114462,Big Pharma and Health Scams,True
2026-02,42,0.0051483726643812835,144.0,312,0.004136148211977596,War and Military Analysis,True
2026-02,43,0.005199493177231608,173.0,312,0.0049691225046675285,Trump slush fund scandal,True
2026-02,44,0.0025222921812397252,105.0,312,0.003015941404566997,Trump State of the Union Address,True
2026-02,45,0.004226409397556056,201.0,312,0.005773373545885394,Kristi Noem Firing by Trump,True
2026-02,46,0.006536762888493314,128.0,312,0.00367657618842453,MAGA Movement Decline,True
2026-02,47,0.002557048256315972,63.0,312,0.0018095648427401982,UFO Government Disclosure,True
2026-02,48,0.004030426997832149,47.0,312,0.001349992819187132,Hasanabi Reacts to Hasan,True
2026-02,49,0.009653295382866781,138.0,312,0.003963808703145196,Race and Politics in Media,True
