term_a,term_b,observed,expected_strat,lift_strat,z_cmh,q_cmh,channels,weight
merz,german,100.00000,2.33630,42.80273,64.85339,0.00000,7.00000,5.41963
toll,rises,72.00000,1.24014,58.05797,64.31614,0.00000,11.00000,5.85942
signs,executive order,56.00000,0.76144,73.54519,63.88534,0.00000,12.00000,6.20056
korea,kim jong,92.00000,2.06413,44.57075,63.50174,0.00000,10.00000,5.47803
bros,warner,73.00000,1.36227,53.58702,63.37004,0.00000,14.00000,5.74381
korea,jong,93.00000,2.12033,43.86106,63.34058,0.00000,10.00000,5.45487
johnson,speaker,54.00000,0.73267,73.70308,63.26020,0.00000,12.00000,6.20365
sam,altman,69.00000,1.48959,46.32146,62.64570,0.00000,15.00000,5.53361
north,kim jong,78.00000,1.53390,50.85076,62.42130,0.00000,9.00000,5.66820
israel,lebanon,453.00000,49.29499,9.18957,62.33221,0.00000,17.00000,3.20000
north,jong,79.00000,1.57876,50.03932,62.32938,0.00000,9.00000,5.64499
united,nations,48.00000,0.58726,81.73526,62.22370,0.00000,7.00000,6.35289
japan,takaichi,104.00000,2.78253,37.37602,61.93687,0.00000,8.00000,5.22404
world,fifa,679.00000,117.24172,5.79145,61.91110,0.00000,19.00000,2.53393
robots,humanoid,61.00000,1.00307,60.81317,61.30359,0.00000,12.00000,5.92631
pope leo,leo xiv,158.00000,7.18263,21.99752,60.86080,0.00000,12.00000,4.45927
pope leo,xiv,158.00000,7.18263,21.99752,60.86080,0.00000,12.00000,4.45927
trump,donald,955.00000,213.00741,4.48341,60.70056,0.00000,20.00000,2.16460
melania,lady,44.00000,0.52559,83.71498,60.63189,0.00000,10.00000,6.38741
social media,addiction,75.00000,1.54434,48.56433,60.48296,0.00000,13.00000,5.60183
talks,peace,498.00000,60.16150,8.27772,59.59804,0.00000,16.00000,3.04923
chair,kevin warsh,93.00000,2.45664,37.85652,59.42838,0.00000,13.00000,5.24247
images,satellite,28.00000,0.22095,126.72566,59.37118,0.00000,6.00000,6.98556
khamenei,supreme leader,202.00000,11.27192,17.92063,59.33648,0.00000,11.00000,4.16355
chair,warsh,129.00000,4.87091,26.48376,58.78754,0.00000,13.00000,4.72704
press,holds,509.00000,64.54840,7.88556,58.68324,0.00000,13.00000,2.97921
uss,ford,31.00000,0.28238,109.78269,58.30027,0.00000,7.00000,6.77851
pope,leo xiv,158.00000,7.84746,20.13391,58.17949,0.00000,12.00000,4.33156
pope,xiv,158.00000,7.84746,20.13391,58.17949,0.00000,12.00000,4.33156
mamdani,nyc,155.00000,7.61009,20.36769,58.12169,0.00000,15.00000,4.34821
speaker,mike johnson,27.00000,0.21599,125.00793,58.12045,0.00000,10.00000,6.96588
powers,resolution,56.00000,0.92250,60.70429,58.03563,0.00000,12.00000,5.92373
social,addiction,75.00000,1.67672,44.73008,57.90718,0.00000,13.00000,5.48317
carney,canadian,78.00000,1.79009,43.57312,57.83446,0.00000,9.00000,5.44537
holds,press conference,403.00000,43.15795,9.33779,57.70461,0.00000,11.00000,3.22308
chair,kevin,93.00000,2.62174,35.47265,57.35693,0.00000,13.00000,5.14864
order,signs,78.00000,1.80637,43.18056,57.24906,0.00000,13.00000,5.43231
makes,announcement,72.00000,1.59299,45.19809,56.98149,0.00000,10.00000,5.49819
oil,prices,329.00000,31.38711,10.48201,56.35275,0.00000,17.00000,3.38984
italy,meloni,89.00000,2.51085,35.44617,56.29381,0.00000,6.00000,5.14756
prize,nobel,46.00000,0.67355,68.29516,56.04992,0.00000,13.00000,6.09371
heavy,rain,58.00000,1.06460,54.48046,55.82949,0.00000,9.00000,5.76767
treasury,scott bessent,38.00000,0.46592,81.55911,55.61047,0.00000,11.00000,6.34977
government shutdown,partial,74.00000,1.76447,41.93891,55.55531,0.00000,11.00000,5.39022
shutdown,partial,114.00000,4.24339,26.86534,55.18173,0.00000,12.00000,4.74767
nato,rutte,211.00000,15.55244,13.56700,54.94424,0.00000,11.00000,3.76203
lincoln,uss abraham,52.00000,0.91254,56.98358,54.50104,0.00000,12.00000,5.83247
insider,trading,29.00000,0.28194,102.85943,54.45170,0.00000,11.00000,6.68453
bessent,treasury,82.00000,2.29612,35.71246,54.45031,0.00000,12.00000,5.15836
dome,iron,43.00000,0.64466,66.70203,54.41553,0.00000,9.00000,6.05966
ebola,congo,113.00000,4.33194,26.08529,54.39870,0.00000,12.00000,4.70516
schumer,chuck,28.00000,0.26534,105.52522,54.32709,0.00000,10.00000,6.72144
welcome,receives,70.00000,1.64226,42.62427,54.29635,0.00000,5.00000,5.41360
draws,red line,43.00000,0.65786,65.36333,54.18266,0.00000,6.00000,6.03041
fired,shots,53.00000,0.98326,53.90227,53.76202,0.00000,15.00000,5.75227
uss,abraham lincoln,52.00000,0.95233,54.60284,53.28773,0.00000,12.00000,5.77090
media,addiction,75.00000,1.97157,38.04081,53.15723,0.00000,13.00000,5.24948
pay,tribute,55.00000,1.05078,52.34231,53.07221,0.00000,7.00000,5.70991
trump,president,1767.00000,630.74257,2.80146,52.92267,0.00000,22.00000,1.48618
international,station,50.00000,0.88471,56.51565,52.62551,0.00000,10.00000,5.82058
line,draws,50.00000,0.92305,54.16835,52.60357,0.00000,6.00000,5.75938
hungary,orban,112.00000,4.44847,25.17718,52.55966,0.00000,13.00000,4.65404
fbi,patel,75.00000,2.00742,37.36139,52.52174,0.00000,12.00000,5.22348
gen,caine,36.00000,0.46530,77.36943,52.47105,0.00000,8.00000,6.27369
canadian,mark carney,55.00000,1.08942,50.48566,52.39545,0.00000,7.00000,5.65780
artemis,nasa,336.00000,44.16893,7.60716,52.33034,0.00000,15.00000,2.92736
iran,strikes,1735.00000,670.75950,2.58662,52.32571,0.00000,19.00000,1.37107
tom homan,border czar,46.00000,0.77466,59.38082,52.28005,0.00000,11.00000,5.89193
tom homan,czar,46.00000,0.78168,58.84773,52.03194,0.00000,11.00000,5.87891
russia,ukraine,1052.00000,300.22655,3.50402,51.89812,0.00000,18.00000,1.80901
supreme,khamenei,203.00000,14.60105,13.90311,51.64651,0.00000,11.00000,3.79734
white house,dinner,299.00000,36.58193,8.17343,51.12068,0.00000,17.00000,3.03094
testifies,committee,76.00000,2.16454,35.11145,50.88791,0.00000,10.00000,5.13387
nasa,moon,242.00000,23.04144,10.50282,50.77970,0.00000,14.00000,3.39270
amid,tensions,362.00000,43.20717,8.37824,50.75880,0.00000,13.00000,3.06665
white,dinner,299.00000,36.97507,8.08653,50.73144,0.00000,17.00000,3.01552
hegseth,caine,75.00000,2.18466,34.33028,50.48841,0.00000,10.00000,5.10141
canada,mark carney,72.00000,1.99228,36.13945,50.47379,0.00000,8.00000,5.17550
dan,caine,21.00000,0.17271,121.59168,50.38719,0.00000,5.00000,6.92590
weather,severe,47.00000,0.86010,54.64489,50.36251,0.00000,8.00000,5.77201
germany,merz,129.00000,6.31607,20.42410,50.22309,0.00000,9.00000,4.35220
green,card,22.00000,0.19050,115.48821,50.21638,0.00000,5.00000,6.85160
brazil,lula,31.00000,0.38275,80.99323,50.09822,0.00000,6.00000,6.33973
tom,border czar,46.00000,0.84776,54.26059,49.94798,0.00000,11.00000,5.76183
correspondents dinner,house correspondents,188.00000,15.95768,11.78116,49.85286,0.00000,17.00000,3.55841
operation,epic fury,64.00000,1.64215,38.97323,49.73360,0.00000,9.00000,5.28441
leader,khamenei,224.00000,18.65597,12.00688,49.68573,0.00000,12.00000,3.58579
ayatollah,ali khamenei,50.00000,1.00375,49.81325,49.67692,0.00000,12.00000,5.63846
fbi,kash,61.00000,1.49469,40.81110,49.66090,0.00000,12.00000,5.35089
fbi,kash patel,61.00000,1.49469,40.81110,49.66090,0.00000,12.00000,5.35089
warsh,fed chair,93.00000,3.55338,26.17223,49.62332,0.00000,11.00000,4.70996
president,donald,388.00000,51.70958,7.50345,49.51458,0.00000,9.00000,2.90755
robot,humanoid,54.00000,1.20575,44.78553,49.45003,0.00000,9.00000,5.48496
tom,czar,46.00000,0.86676,53.07111,49.36401,0.00000,11.00000,5.72985
update,gives,82.00000,2.74213,29.90373,49.28967,0.00000,13.00000,4.90225
iran,hormuz,1785.00000,729.20102,2.44788,49.23396,0.00000,19.00000,1.29154
artemis,moon,338.00000,49.76182,6.79236,49.12292,0.00000,16.00000,2.76391
lutnick,howard,31.00000,0.40202,77.11014,48.97303,0.00000,13.00000,6.26885
dead,injured,106.00000,4.44830,23.82931,48.81731,0.00000,12.00000,4.57467
bros,paramount,44.00000,0.84340,52.16971,48.65860,0.00000,12.00000,5.70514
foreign,ministers,94.00000,3.61296,26.01744,48.35408,0.00000,8.00000,4.70141
league,champions,30.00000,0.38517,77.88720,48.35355,0.00000,8.00000,6.28331
white,ufc,128.00000,7.24521,17.66685,48.28060,0.00000,16.00000,4.14297
secretary,treasury,54.00000,1.23268,43.80683,48.08274,0.00000,12.00000,5.45308
power,plants,49.00000,1.02380,47.86102,48.05710,0.00000,12.00000,5.58078
trial,lindsay,373.00000,59.72469,6.24532,48.00512,0.00000,13.00000,2.64278
trial,lindsay clancy,372.00000,59.55084,6.24676,47.96186,0.00000,13.00000,2.64311
homan,border czar,52.00000,1.18111,44.02654,47.93937,0.00000,12.00000,5.46030
ali,ayatollah,50.00000,1.07470,46.52470,47.92415,0.00000,12.00000,5.53993
harry,meghan,66.00000,1.93754,34.06376,47.88825,0.00000,13.00000,5.09017
warner,paramount,45.00000,0.91346,49.26298,47.80140,0.00000,13.00000,5.62243
prison,sentenced,34.00000,0.49954,68.06197,47.75493,0.00000,8.00000,6.08878
homan,czar,52.00000,1.19208,43.62139,47.69982,0.00000,12.00000,5.44696
fed,warsh,193.00000,16.20866,11.90722,47.53623,0.00000,12.00000,3.57376
government,partial,80.00000,2.78522,28.72305,47.53404,0.00000,13.00000,4.84414
takes,questions,112.00000,5.19128,21.57463,47.53051,0.00000,11.00000,4.43126
mission,nasa,210.00000,19.28605,10.88870,47.52970,0.00000,15.00000,3.44476
blanche,ag,84.00000,3.16352,26.55268,47.38795,0.00000,12.00000,4.73079
health,care,67.00000,1.97972,33.84325,47.33022,0.00000,13.00000,5.08080
dinner,house correspondents,199.00000,20.11653,9.89236,47.27675,0.00000,17.00000,3.30631
hit,hard,82.00000,2.89048,28.36896,47.25123,0.00000,14.00000,4.82624
flights,cancelled,30.00000,0.40054,74.89955,47.23405,0.00000,7.00000,6.22689
ford,doug,21.00000,0.19755,106.30156,47.21924,0.00000,8.00000,6.73202
white house,house correspondents,201.00000,20.88429,9.62446,47.12649,0.00000,17.00000,3.26671
ballroom,construction,41.00000,0.75638,54.20550,47.10498,0.00000,9.00000,5.76037
white house,ufc,122.00000,6.92526,17.61666,47.10462,0.00000,16.00000,4.13887
white,house correspondents,201.00000,21.07467,9.53752,46.85760,0.00000,17.00000,3.25361
battle,firefighters,55.00000,1.35724,40.52351,46.82108,0.00000,9.00000,5.34069
card,credit,32.00000,0.46514,68.79694,46.81597,0.00000,10.00000,6.10427
todd,attorney general,76.00000,2.62216,28.98372,46.73078,0.00000,12.00000,4.85717
heated,exchange,32.00000,0.46189,69.27994,46.64921,0.00000,7.00000,6.11437
death,rises,72.00000,2.30861,31.18765,46.53137,0.00000,11.00000,4.96290
uk,keir starmer,169.00000,13.01487,12.98514,46.51793,0.00000,14.00000,3.69879
todd blanche,attorney general,75.00000,2.58304,29.03558,46.47752,0.00000,12.00000,4.85975
mike,speaker,27.00000,0.33537,80.50922,46.45484,0.00000,10.00000,6.33108
lebanon,hezbollah,129.00000,7.47256,17.26316,46.42373,0.00000,15.00000,4.10963
uk,keir,169.00000,13.05907,12.94119,46.41860,0.00000,14.00000,3.69390
kuwait,bahrain,72.00000,2.35784,30.53643,46.33029,0.00000,8.00000,4.93246
artemis ii,nasa,292.00000,41.69725,7.00286,46.16225,0.00000,15.00000,2.80794
assault,sexual,50.00000,1.17303,42.62458,46.14112,0.00000,10.00000,5.41361
south,korean,66.00000,2.00268,32.95576,46.09729,0.00000,7.00000,5.04246
kevin warsh,federal reserve,47.00000,1.03777,45.28948,46.04379,0.00000,14.00000,5.50110
reserve,kevin warsh,47.00000,1.03777,45.28948,46.04379,0.00000,14.00000,5.50110
house,dinner,300.00000,42.99018,6.97834,45.99591,0.00000,17.00000,2.80288
allen,cole,39.00000,0.74144,52.60018,45.90034,0.00000,12.00000,5.71700
blanche,attorney general,94.00000,4.20911,22.33252,45.89120,0.00000,13.00000,4.48107
ii,nasa,292.00000,42.09543,6.93662,45.86624,0.00000,15.00000,2.79423
fears,grow,32.00000,0.48083,66.55218,45.80501,0.00000,8.00000,6.05641
strategic,partnership,29.00000,0.39463,73.48717,45.75338,0.00000,5.00000,6.19942
supreme leader,mojtaba,89.00000,3.74358,23.77404,45.73091,0.00000,10.00000,4.57132
iran,deal,1290.00000,465.37017,2.77199,45.72818,0.00000,23.00000,1.47092
judge,blocks,42.00000,0.83039,50.57856,45.70328,0.00000,8.00000,5.66045
tensions,rise,103.00000,4.74976,21.68532,45.67285,0.00000,12.00000,4.43865
fed chair,kevin warsh,62.00000,1.84344,33.63271,45.59305,0.00000,11.00000,5.07179
interview,exclusive,63.00000,1.89658,33.21777,45.33546,0.00000,13.00000,5.05388
red,draws,52.00000,1.32702,39.18547,45.11273,0.00000,6.00000,5.29225
saudi,houthis,128.00000,7.73123,16.55624,45.02946,0.00000,10.00000,4.04930
scott,treasury,38.00000,0.71238,53.34205,45.02735,0.00000,11.00000,5.73720
golden,dome,20.00000,0.19819,100.91287,44.88006,0.00000,9.00000,6.65697
kevin,fed chair,62.00000,1.90887,32.47991,44.72930,0.00000,11.00000,5.02148
aircraft,carrier,48.00000,1.25340,38.29580,44.63894,0.00000,14.00000,5.25911
supreme,mojtaba,89.00000,3.91000,22.76213,44.62824,0.00000,10.00000,4.50856
cuba,havana,37.00000,0.68280,54.18874,44.48003,0.00000,5.00000,5.75992
khamenei,ayatollah,79.00000,3.09284,25.54290,44.43202,0.00000,12.00000,4.67485
artemis ii,moon,301.00000,47.16560,6.38177,44.33989,0.00000,15.00000,2.67396
ii,moon,302.00000,47.47544,6.36118,44.33434,0.00000,15.00000,2.66930
argentina,messi,72.00000,2.62383,27.44079,44.32242,0.00000,10.00000,4.77825
shows,footage,66.00000,2.15038,30.69225,44.28939,0.00000,10.00000,4.93980
blanche,attorney,97.00000,4.78119,20.28785,44.24275,0.00000,13.00000,4.34254
attorney,todd blanche,76.00000,2.93184,25.92228,44.07452,0.00000,12.00000,4.69612
attorney,todd,77.00000,3.00788,25.59945,44.04470,0.00000,12.00000,4.67804
kevin,federal reserve,47.00000,1.12920,41.62234,44.02045,0.00000,14.00000,5.37929
artemis,mission,283.00000,41.98116,6.74112,44.01967,0.00000,16.00000,2.75299
kevin,reserve,47.00000,1.13740,41.32238,43.85144,0.00000,14.00000,5.36885
warsh,federal reserve,51.00000,1.37543,37.07941,43.58090,0.00000,14.00000,5.21255
white house,ballroom,100.00000,5.25615,19.02534,43.55649,0.00000,11.00000,4.24985
committee,oversight,30.00000,0.47095,63.70095,43.54796,0.00000,8.00000,5.99324
tim,cook,47.00000,1.29357,36.33362,43.50777,0.00000,14.00000,5.18323
epstein,clinton,174.00000,15.66971,11.10422,43.50250,0.00000,16.00000,3.47304
key,takeaways,45.00000,1.04226,43.17540,43.47180,0.00000,8.00000,5.43214
heat,extreme,60.00000,1.91848,31.27479,43.45079,0.00000,13.00000,4.96693
rate,hike,49.00000,1.25922,38.91297,43.37316,0.00000,5.00000,5.28218
mamdani,nyc mayor,70.00000,2.77422,25.23232,43.32797,0.00000,12.00000,4.65720
china,xi,414.00000,80.92333,5.11595,43.24712,0.00000,16.00000,2.35500
daughter,kim jong,25.00000,0.33043,75.65822,43.24058,0.00000,6.00000,6.24142
space,international,55.00000,1.56116,35.23019,43.21624,0.00000,10.00000,5.13874
mamdani,york,123.00000,7.92931,15.51207,43.19786,0.00000,14.00000,3.95532
blue,rocket,36.00000,0.68981,52.18859,43.15987,0.00000,12.00000,5.70566
ban,social media,54.00000,1.55321,34.76666,43.09664,0.00000,13.00000,5.11963
rock,explosions,36.00000,0.68778,52.34247,43.07527,0.00000,6.00000,5.70991
square,garden,23.00000,0.28389,81.01654,43.06671,0.00000,9.00000,6.34014
gulf,states,71.00000,2.61474,27.15372,43.04932,0.00000,11.00000,4.76308
team,soccer,49.00000,1.26569,38.71406,42.92081,0.00000,10.00000,5.27479
white,ballroom,100.00000,5.41393,18.47088,42.84533,0.00000,11.00000,4.20718
state,union,264.00000,37.08973,7.11787,42.84094,0.00000,20.00000,2.83145
daughter,jong,25.00000,0.33706,74.17168,42.80426,0.00000,6.00000,6.21280
closing,arguments,48.00000,1.26912,37.82153,42.78632,0.00000,9.00000,5.24114
clayton,jay,33.00000,0.59990,55.00903,42.78502,0.00000,10.00000,5.78160
marjorie,greene,49.00000,1.36875,35.79918,42.75884,0.00000,15.00000,5.16185
nuclear,program,61.00000,1.96671,31.01620,42.75723,0.00000,11.00000,4.95495
holds,briefing,281.00000,36.04165,7.79654,42.63781,0.00000,12.00000,2.96283
starmer,mandelson,77.00000,3.38789,22.72804,42.63646,0.00000,9.00000,4.50640
conference,hold,230.00000,24.87207,9.24732,42.52739,0.00000,10.00000,3.20904
white house,correspondents,213.00000,26.93774,7.90712,42.48781,0.00000,17.00000,2.98315
house,ufc,123.00000,8.43777,14.57732,42.46342,0.00000,16.00000,3.86565
lindsay clancy,clancy trial,229.00000,29.49225,7.76475,42.44320,0.00000,12.00000,2.95694
lindsay,clancy trial,229.00000,29.55152,7.74918,42.38232,0.00000,12.00000,2.95404
nato,mark rutte,100.00000,6.07710,16.45522,42.31436,0.00000,11.00000,4.04047
canada,tariffs,142.00000,10.36854,13.69528,42.29285,0.00000,16.00000,3.77561
white,correspondents,213.00000,27.14738,7.84606,42.26912,0.00000,17.00000,2.97197
mayor,zohran,73.00000,3.12758,23.34076,42.21156,0.00000,13.00000,4.54478
mayor,zohran mamdani,73.00000,3.12758,23.34076,42.21156,0.00000,13.00000,4.54478
film,festival,49.00000,1.33340,36.74823,42.17956,0.00000,6.00000,5.19960
marjorie,taylor greene,48.00000,1.36246,35.23047,41.97238,0.00000,14.00000,5.13875
marjorie taylor,taylor greene,48.00000,1.36246,35.23047,41.97238,0.00000,14.00000,5.13875
general,todd blanche,75.00000,3.11622,24.06763,41.90966,0.00000,12.00000,4.58902
greene,marjorie taylor,48.00000,1.36649,35.12652,41.90121,0.00000,14.00000,5.13449
musk,starlink,34.00000,0.64950,52.34836,41.82029,0.00000,5.00000,5.71007
plot,assassination,34.00000,0.64750,52.50991,41.81399,0.00000,8.00000,5.71452
general,todd,76.00000,3.21150,23.66497,41.78437,0.00000,12.00000,4.56468
leader,mojtaba,100.00000,5.52409,18.10253,41.77800,0.00000,11.00000,4.17812
day,independence,131.00000,9.74511,13.44263,41.73240,0.00000,9.00000,3.74874
social,ban,54.00000,1.64762,32.77461,41.73152,0.00000,13.00000,5.03451
plane,crashes,52.00000,1.51106,34.41283,41.70972,0.00000,10.00000,5.10487
cup,fans,260.00000,34.40169,7.55777,41.67951,0.00000,15.00000,2.91796
ice,minneapolis,400.00000,80.33679,4.97904,41.59311,0.00000,19.00000,2.31587
blanche,general,94.00000,4.99758,18.80911,41.57141,0.00000,13.00000,4.23336
supreme leader,mojtaba khamenei,76.00000,3.30595,22.98886,41.48802,0.00000,9.00000,4.52286
world cup,fans,258.00000,34.23677,7.53576,41.45130,0.00000,15.00000,2.91375
france,macron,152.00000,12.28824,12.36955,41.40253,0.00000,9.00000,3.62872
storms,severe,33.00000,0.62454,52.83883,41.39066,0.00000,9.00000,5.72353
white house,briefing,184.00000,17.24328,10.67082,41.32942,0.00000,12.00000,3.41560
houthis,yemen,62.00000,2.19957,28.18732,41.30836,0.00000,11.00000,4.81697
town,hall,26.00000,0.39382,66.01951,41.30380,0.00000,10.00000,6.04482
warsh,reserve,51.00000,1.52492,33.44430,41.29499,0.00000,14.00000,5.06369
rises,smoke,34.00000,0.66861,50.85196,41.23099,0.00000,6.00000,5.66823
president,vice,121.00000,8.20225,14.75204,41.10741,0.00000,13.00000,3.88284
pm,starmer,254.00000,32.87183,7.72698,41.10658,0.00000,11.00000,2.94990
senate,hearing,193.00000,19.72391,9.78508,41.07632,0.00000,13.00000,3.29058
day,parade,141.00000,11.54934,12.20849,41.03770,0.00000,12.00000,3.60981
wedding,swift,49.00000,1.42918,34.28547,41.00450,0.00000,11.00000,5.09953
jeff,bezos,23.00000,0.31796,72.33584,40.74899,0.00000,8.00000,6.17664
white house,correspondents dinner,200.00000,25.36194,7.88583,40.69749,0.00000,17.00000,2.97926
uk,burnham,140.00000,11.90022,11.76448,40.63758,0.00000,11.00000,3.55637
supreme,mojtaba khamenei,76.00000,3.43248,22.14141,40.61913,0.00000,9.00000,4.46868
fed,powell,112.00000,7.63711,14.66523,40.60815,0.00000,12.00000,3.87433
hormuz,ships,191.00000,20.22735,9.44266,40.52587,0.00000,14.00000,3.23919
white,correspondents dinner,200.00000,25.55497,7.82627,40.49858,0.00000,17.00000,2.96832
white,briefing,184.00000,17.88517,10.28785,40.41868,0.00000,12.00000,3.36287
chair,powell,68.00000,2.76165,24.62298,40.40557,0.00000,12.00000,4.62193
tate,brothers,22.00000,0.29879,73.63052,40.28288,0.00000,9.00000,6.20223
mullin,homeland,35.00000,0.75236,46.52013,40.24154,0.00000,10.00000,5.53978
collapse,building,90.00000,4.96430,18.12946,40.23871,0.00000,8.00000,4.18026
deal,trade,374.00000,68.29091,5.47657,40.18550,0.00000,14.00000,2.45327
fed,kevin warsh,83.00000,4.27021,19.43697,40.16251,0.00000,12.00000,4.28073
school,high,73.00000,3.11227,23.45555,40.13405,0.00000,11.00000,4.55186
houthis,red sea,72.00000,3.11920,23.08282,40.10555,0.00000,10.00000,4.52875
director,kash patel,32.00000,0.62829,50.93192,40.05683,0.00000,11.00000,5.67050
kash,director,32.00000,0.62829,50.93192,40.05683,0.00000,11.00000,5.67050
second,round,30.00000,0.55053,54.49318,40.03294,0.00000,8.00000,5.76800
takaichi,japanese,39.00000,0.94280,41.36627,39.94929,0.00000,8.00000,5.37038
say,officials,124.00000,8.77839,14.12560,39.92289,0.00000,11.00000,3.82024
shooting,minneapolis,331.00000,61.42947,5.38829,39.83597,0.00000,17.00000,2.42983
hormuz,blockade,330.00000,58.84613,5.60784,39.83298,0.00000,16.00000,2.48745
cook,lisa,29.00000,0.53078,54.63661,39.80537,0.00000,9.00000,5.77180
alarm,raises,30.00000,0.55489,54.06512,39.80364,0.00000,5.00000,5.75663
strait,reopen,78.00000,3.68747,21.15270,39.79742,0.00000,14.00000,4.40277
wedding,taylor swift,46.00000,1.33810,34.37713,39.77251,0.00000,10.00000,5.10338
netflix,bros,33.00000,0.68842,47.93591,39.62720,0.00000,12.00000,5.58303
private,credit,49.00000,1.50986,32.45326,39.62192,0.00000,5.00000,5.02029
maduro,soldier,26.00000,0.42467,61.22444,39.61726,0.00000,13.00000,5.93604
case,murder,173.00000,16.86584,10.25742,39.57579,0.00000,13.00000,3.35860
epstein,jeffrey,125.00000,11.02695,11.33587,39.57255,0.00000,17.00000,3.50282
budget,testifies,67.00000,2.80033,23.92571,39.52027,0.00000,10.00000,4.58049
protesters,clash,84.00000,4.21603,19.92395,39.46511,0.00000,12.00000,4.31643
tiger,dui,36.00000,0.83261,43.23749,39.39699,0.00000,10.00000,5.43421
tiger woods,dui,36.00000,0.83261,43.23749,39.39699,0.00000,10.00000,5.43421
artemis ii,mission,249.00000,39.58264,6.29064,39.38848,0.00000,15.00000,2.65321
launch,spacex,59.00000,2.14628,27.48938,39.36442,0.00000,11.00000,4.78080
ii,mission,250.00000,39.95085,6.25769,39.33146,0.00000,15.00000,2.64563
woods,dui,36.00000,0.84447,42.63037,39.12430,0.00000,10.00000,5.41381
taylor,wedding,52.00000,1.76527,29.45726,39.10982,0.00000,10.00000,4.88055
mark,canadian,55.00000,1.90838,28.82024,39.00063,0.00000,7.00000,4.84901
openai,altman,43.00000,1.41530,30.38229,38.98194,0.00000,11.00000,4.92516
pride,berlin,47.00000,1.44886,32.43937,38.92455,0.00000,9.00000,5.01967
white house,karoline,81.00000,4.43793,18.25177,38.89977,0.00000,12.00000,4.18996
elections,midterm,58.00000,2.28489,25.38420,38.88168,0.00000,12.00000,4.66586
fed,kevin,84.00000,4.63190,18.13510,38.85573,0.00000,12.00000,4.18071
white house,karoline leavitt,79.00000,4.25729,18.55640,38.85534,0.00000,12.00000,4.21385
white house,leavitt,98.00000,6.23987,15.70545,38.78534,0.00000,12.00000,3.97319
chair,federal reserve,44.00000,1.26011,34.91760,38.72945,0.00000,13.00000,5.12588
abuse,sex,25.00000,0.41134,60.77730,38.68116,0.00000,7.00000,5.92546
immigration,crackdown,60.00000,2.31875,25.87597,38.61790,0.00000,11.00000,4.69354
