row_id,creator,lane,title_raw,label_pass1,label_shuffled
32960,@PiersMorganUncensored,interview_podcast,"'You Don't Stand Up To Evil, You LOSE!' Iran Ground Invasion | Feat John Kiriakou & Rudy Giuliani",right,neither
32970,@PiersMorganUncensored,interview_podcast,"'NOT America First!' Tucker Carlson On Iran, Trump, Ben Shapiro, Cruz & More!",right,neither
32974,@PiersMorganUncensored,interview_podcast,‘TOTAL Betrayal!’ Can Republicans Survive Trump's War On Iran? + New Ayatollah 'Will Not Last',neither,right
33007,@PiersMorganUncensored,interview_podcast,"'FROZEN OUT By Ben Shapiro' Piers Morgan x Jeremy Boreing On Candace Owens, Tucker Carlson & Fuentes",neither,right
33008,@PiersMorganUncensored,interview_podcast,“Iran’s HOLOCAUST” Death Toll Uncovered - How Long Until Trump Declares War?,neither,left
33020,@PiersMorganUncensored,interview_podcast,‘Expecting An Attack Any Day Now” Venezuela Boat Strikes With John Kiriakou & Ed Calderon,neither,left
33022,@PiersMorganUncensored,interview_podcast,"""They Will KILL Me!"" Son of Hamas Founder Turned Israeli Agent on Islam 'Identity Crisis'",neither,right
33023,@PiersMorganUncensored,interview_podcast,“I Will NOT STOP!” Candace Owens Meets Erika Kirk | Piers Morgan Interview,neither,right
33134,@zeteo,independent_digital_news,Young Jewish Democrat Challenges US Support for Israel and the UAE,neither,left
33135,@zeteo,independent_digital_news,Mehdi’s Powerful Speech Defending Independent Journalism,neither,left
33137,@zeteo,independent_digital_news,40 Senators Vote to Block Israel Weapons Sales — A Turning Point?,left,neither
33192,@zeteo,independent_digital_news,Six New Names Revealed in Epstein Files - Ro Khanna Reacts,neither,left
33213,@zeteo,independent_digital_news,What You Need To Know About The ‘World’s Most Evil Company’,left,neither
33261,@TheDamageReport,left_commentary,Megyn Kelly LOSES IT In Sandra Bullock Meltdown As Argument Backfires,left,neither
35326,@TheDamageReport,left_commentary,Elon Musk Hit With MAJOR Lawsuit From Teenagers After Explicit Images Revealed To Users,left,neither
36337,@TheDamageReport,left_commentary,MAGA Backlash ERUPTS Against Republican Winery After Charlie Kirk Wines Backfire,left,neither
36806,@TheHumanistReport,left_commentary,BREAKING: Virginia Supreme Court Strikes Down Voter-Approved Map in MAJOR Win for GOP,neither,right
36832,@TheHumanistReport,left_commentary,Leftists Reflect on Surreal Moment From Bernie Sanders’ 2016 Campaign: “All I Feel is Pain”,neither,right
36853,@TheHumanistReport,left_commentary,DNC Operatives FINALLY Admit (Privately) Why Kamala Harris Lost to Trump in 2024,neither,right
36876,@TheHumanistReport,left_commentary,More Americans are Saying the Quiet Part Loud: They Want a Revolution,left,neither
37147,@FarronBalanced,left_commentary,Trump Demands Jeanine Pirro Do Reflecting Pool Charges AGAIN,left,neither
37877,@FarronBalanced,left_commentary,Kash Patel Hires WORST LAWYER Possible For Defamation Lawsuit,left,neither
38078,@FarronBalanced,left_commentary,DOJ Collapses As They Lower ALL Standards,left,neither
38554,@FarronBalanced,left_commentary,Leavitt Goes All In Saying Trump MUST Seize Greenland,left,right
39071,@dollemore,left_commentary,Michele Tafoya SINKS Her Campaign with One Sentence,left,neither
39529,@dollemore,left_commentary,Fox News Reporter CALLED NAZI B*TCH on the Street,neither,right
39728,@dollemore,left_commentary,Pete Hegseth to Press: DOUBTING TRUMP IS LIKE DOUBTING JESUS,neither,left
39814,@dollemore,left_commentary,Franklin Graham Wrote Trump a LETTER ABOUT GOING TO HELL,left,neither
39960,@dollemore,left_commentary,Pentagon Wants MASS SURVEILLANCE & AUTONOMOUS KILLING from AI Partner,neither,left
40374,@RebelHQ,left_commentary,Reporter SLAMS Jared Kushner TO HIS FACE Over This,neither,left
40703,@RebelHQ,left_commentary,"Fox Host RIPS J.D. Vance, Demands Trump DITCH V.P.",left,neither
40825,@RebelHQ,left_commentary,Ex-CEO of Google Gets BOOED To His FACE for Praising Ai at Graduation,neither,left
40998,@RebelHQ,left_commentary,MAGA Turns on Kash Patel… It’s Getting Ugly,neither,left
41207,@RebelHQ,left_commentary,Republican Senator TORCHES Kristi Noem in Hearing,left,neither
41578,@RebelHQ,left_commentary,Pete Hegseth HECKLED In Public… Then Hands Them PROOF They Were Right,left,right
41703,@StatusCoup,independent_digital_news,Top Dem Tells 90 PERCENT of Democrats to F*CK OFF!,neither,right
41787,@StatusCoup,independent_digital_news,ICE LOSES CONTROL As Protesters Burn American Flag,neither,right
41876,@StatusCoup,independent_digital_news,"ICE Watch Site HACKED, Users Get FBI THREAT: ""Grifters and Terrible Coders""",neither,right
41914,@StatusCoup,independent_digital_news,Melania Accuser SPEAKS OUT for First Time,neither,left
42001,@StatusCoup,independent_digital_news,ICE VS BLACK PANTHERS: Chaos After ICE Causes Crash,neither,left
42057,@StatusCoup,independent_digital_news,“WE’RE GERMANY IN 1934!” ICE Protester BEGS Americans to Rush to Minneapolis,left,right
42335,@SMN,humour_satire,Anthony Fauci: History's Greatest Monster?,neither,right
42336,@SMN,humour_satire,AD-FREE: Anthony Fauci: History's Greatest Monster?,neither,right
42396,@SMN,humour_satire,EARLY ACCESS: Trump's Now And Future Wars,left,neither
42399,@SMN,humour_satire,Why We're Not Yet Freaking Out About Hantavirus - EVEN MORE NEWS,left,neither
42440,@SMN,humour_satire,"EARLY ACCESS: Aliens, The X-Files, And How Trump Killed Conspiracy Theories",left,neither
42467,@SMN,humour_satire,"Do You Get It Now, Ben? - SOME MORE NEWS",left,neither
42476,@SMN,humour_satire,AD-FREE: Democrats Actually Try To Defund DHS?,neither,right
