row_id,creator,lane,label,lexicon_class,n_left_words,n_right_words,fold
20362,@bennyjohnson,right_commentary,neither,right,0,2,0
20389,@bennyjohnson,right_commentary,right,left,1,0,0
20454,@bennyjohnson,right_commentary,right,right,0,2,0
20496,@bennyjohnson,right_commentary,right,right,0,2,0
20544,@bennyjohnson,right_commentary,right,right,1,4,0
20605,@bennyjohnson,right_commentary,right,right,0,2,0
20609,@bennyjohnson,right_commentary,right,neither,0,0,0
20628,@bennyjohnson,right_commentary,right,left,1,0,0
20656,@bennyjohnson,right_commentary,right,right,0,1,0
20673,@bennyjohnson,right_commentary,right,neither,1,1,0
20717,@bennyjohnson,right_commentary,left,left,1,0,0
20742,@bennyjohnson,right_commentary,neither,right,0,2,0
20765,@bennyjohnson,right_commentary,right,right,0,1,0
20807,@bennyjohnson,right_commentary,right,neither,0,0,0
20809,@bennyjohnson,right_commentary,right,left,1,0,0
20826,@bennyjohnson,right_commentary,neither,left,2,0,0
20900,@bennyjohnson,right_commentary,right,left,2,1,0
20933,@bennyjohnson,right_commentary,neither,left,1,0,0
20959,@bennyjohnson,right_commentary,right,left,2,0,0
20970,@bennyjohnson,right_commentary,right,right,1,2,0
20977,@bennyjohnson,right_commentary,right,neither,0,0,0
20989,@bennyjohnson,right_commentary,right,right,1,3,0
21013,@bennyjohnson,right_commentary,right,right,0,3,0
21016,@bennyjohnson,right_commentary,right,neither,1,1,0
21029,@bennyjohnson,right_commentary,right,right,0,3,0
21046,@bennyjohnson,right_commentary,right,neither,2,2,0
24170,@glennbeck,right_commentary,neither,left,2,0,0
24173,@glennbeck,right_commentary,right,neither,0,0,0
24181,@glennbeck,right_commentary,neither,left,1,0,0
24184,@glennbeck,right_commentary,neither,neither,1,1,0
24185,@glennbeck,right_commentary,left,right,0,1,0
24196,@glennbeck,right_commentary,right,left,1,0,0
24222,@glennbeck,right_commentary,right,right,0,1,0
24223,@glennbeck,right_commentary,right,left,2,0,0
24226,@glennbeck,right_commentary,neither,neither,0,0,0
24228,@glennbeck,right_commentary,neither,neither,0,0,0
24234,@glennbeck,right_commentary,right,neither,0,0,0
24262,@glennbeck,right_commentary,right,left,3,0,0
24268,@glennbeck,right_commentary,neither,left,2,0,0
24278,@glennbeck,right_commentary,neither,left,2,0,0
24285,@glennbeck,right_commentary,neither,left,1,0,0
24292,@glennbeck,right_commentary,right,left,3,1,0
24304,@glennbeck,right_commentary,right,neither,1,1,0
24308,@glennbeck,right_commentary,neither,left,2,0,0
24317,@glennbeck,right_commentary,right,left,1,0,0
24337,@glennbeck,right_commentary,neither,neither,1,1,0
24348,@glennbeck,right_commentary,right,right,0,1,0
24363,@glennbeck,right_commentary,right,neither,0,0,0
24366,@glennbeck,right_commentary,right,right,0,1,0
24376,@glennbeck,right_commentary,right,right,0,2,0
24384,@glennbeck,right_commentary,right,left,2,1,0
24389,@glennbeck,right_commentary,neither,right,0,1,0
24395,@glennbeck,right_commentary,right,neither,0,0,0
24399,@glennbeck,right_commentary,right,right,0,2,0
24402,@glennbeck,right_commentary,right,right,0,2,0
24438,@glennbeck,right_commentary,neither,left,2,1,0
24446,@glennbeck,right_commentary,right,right,0,2,0
24458,@glennbeck,right_commentary,neither,neither,0,0,0
24468,@glennbeck,right_commentary,right,right,0,1,0
24473,@glennbeck,right_commentary,right,right,0,3,0
24483,@glennbeck,right_commentary,neither,left,2,0,0
24492,@glennbeck,right_commentary,right,right,0,1,0
24507,@glennbeck,right_commentary,right,left,1,0,0
24522,@glennbeck,right_commentary,neither,left,2,0,0
24530,@glennbeck,right_commentary,right,neither,1,1,0
24533,@glennbeck,right_commentary,neither,left,1,0,0
24555,@glennbeck,right_commentary,neither,neither,0,0,0
24572,@glennbeck,right_commentary,right,left,2,0,0
24577,@glennbeck,right_commentary,right,neither,0,0,0
24585,@glennbeck,right_commentary,neither,left,1,0,0
24586,@glennbeck,right_commentary,neither,left,1,0,0
24592,@glennbeck,right_commentary,right,left,1,0,0
24594,@glennbeck,right_commentary,right,left,1,0,0
24603,@glennbeck,right_commentary,right,neither,0,0,0
24604,@glennbeck,right_commentary,right,neither,0,0,0
24623,@glennbeck,right_commentary,neither,neither,0,0,0
29442,@TheOfficerTatum,right_commentary,right,right,0,4,0
29450,@TheOfficerTatum,right_commentary,neither,neither,0,0,0
29459,@TheOfficerTatum,right_commentary,neither,right,0,1,0
29474,@TheOfficerTatum,right_commentary,neither,neither,0,0,0
29495,@TheOfficerTatum,right_commentary,right,right,1,2,0
29517,@TheOfficerTatum,right_commentary,neither,neither,0,0,0
29518,@TheOfficerTatum,right_commentary,right,neither,0,0,0
29522,@TheOfficerTatum,right_commentary,neither,left,1,0,0
29532,@TheOfficerTatum,right_commentary,neither,neither,0,0,0
29578,@TheOfficerTatum,right_commentary,right,right,0,1,0
29621,@TheOfficerTatum,right_commentary,right,neither,1,1,0
29622,@TheOfficerTatum,right_commentary,neither,right,0,2,0
29629,@TheOfficerTatum,right_commentary,right,right,0,1,0
29635,@TheOfficerTatum,right_commentary,right,left,1,0,0
29650,@TheOfficerTatum,right_commentary,neither,left,2,0,0
29652,@TheOfficerTatum,right_commentary,right,right,1,2,0
29676,@TheOfficerTatum,right_commentary,right,neither,0,0,0
29684,@TheOfficerTatum,right_commentary,right,right,0,2,0
29694,@TheOfficerTatum,right_commentary,right,right,1,2,0
29700,@TheOfficerTatum,right_commentary,right,right,1,2,0
29701,@TheOfficerTatum,right_commentary,right,left,1,0,0
29738,@TheOfficerTatum,right_commentary,right,neither,0,0,0
29745,@TheOfficerTatum,right_commentary,right,neither,0,0,0
29765,@TheOfficerTatum,right_commentary,neither,neither,0,0,0
29793,@TheOfficerTatum,right_commentary,neither,neither,0,0,0
29794,@TheOfficerTatum,right_commentary,neither,left,1,0,0
29808,@TheOfficerTatum,right_commentary,right,right,0,3,0
29813,@TheOfficerTatum,right_commentary,left,neither,0,0,0
29841,@TheOfficerTatum,right_commentary,neither,left,2,0,0
29860,@TheOfficerTatum,right_commentary,neither,neither,0,0,0
29869,@TheOfficerTatum,right_commentary,neither,neither,0,0,0
29874,@TheOfficerTatum,right_commentary,neither,neither,0,0,0
29897,@TheOfficerTatum,right_commentary,right,neither,1,1,0
29899,@TheOfficerTatum,right_commentary,right,neither,1,1,0
29924,@TheOfficerTatum,right_commentary,neither,left,3,0,0
29932,@TheOfficerTatum,right_commentary,right,right,0,1,0
29934,@TheOfficerTatum,right_commentary,neither,neither,0,0,0
29962,@TheOfficerTatum,right_commentary,right,right,0,3,0
29971,@TheOfficerTatum,right_commentary,right,left,3,1,0
29974,@TheOfficerTatum,right_commentary,right,right,0,4,0
29984,@TheOfficerTatum,right_commentary,neither,neither,0,0,0
29997,@TheOfficerTatum,right_commentary,right,right,0,2,0
30009,@TheOfficerTatum,right_commentary,right,right,0,3,0
30024,@TheOfficerTatum,right_commentary,right,neither,1,1,0
30032,@TheOfficerTatum,right_commentary,right,right,0,1,0
30038,@TheOfficerTatum,right_commentary,right,right,1,3,0
30041,@TheOfficerTatum,right_commentary,right,right,0,1,0
30052,@TheOfficerTatum,right_commentary,neither,neither,0,0,0
30055,@TheOfficerTatum,right_commentary,left,neither,0,0,0
30056,@TheOfficerTatum,right_commentary,neither,neither,0,0,0
33027,@zeteo,independent_digital_news,left,left,1,0,0
33036,@zeteo,independent_digital_news,left,neither,0,0,0
33037,@zeteo,independent_digital_news,neither,right,0,1,0
33048,@zeteo,independent_digital_news,left,neither,0,0,0
33064,@zeteo,independent_digital_news,neither,neither,0,0,0
33067,@zeteo,independent_digital_news,neither,left,1,0,0
33071,@zeteo,independent_digital_news,neither,neither,0,0,0
33077,@zeteo,independent_digital_news,left,neither,1,1,0
33078,@zeteo,independent_digital_news,neither,neither,1,1,0
33079,@zeteo,independent_digital_news,neither,neither,0,0,0
33088,@zeteo,independent_digital_news,neither,neither,0,0,0
33091,@zeteo,independent_digital_news,left,neither,1,1,0
33094,@zeteo,independent_digital_news,neither,right,0,1,0
33097,@zeteo,independent_digital_news,left,left,2,1,0
33102,@zeteo,independent_digital_news,neither,right,0,1,0
33104,@zeteo,independent_digital_news,left,left,1,0,0
33106,@zeteo,independent_digital_news,left,left,1,0,0
33107,@zeteo,independent_digital_news,left,left,2,0,0
33108,@zeteo,independent_digital_news,left,neither,0,0,0
33113,@zeteo,independent_digital_news,left,left,2,0,0
33123,@zeteo,independent_digital_news,neither,neither,0,0,0
33124,@zeteo,independent_digital_news,neither,neither,0,0,0
33127,@zeteo,independent_digital_news,left,left,1,0,0
33134,@zeteo,independent_digital_news,left,neither,1,1,0
33135,@zeteo,independent_digital_news,left,neither,0,0,0
33137,@zeteo,independent_digital_news,neither,left,1,0,0
33141,@zeteo,independent_digital_news,left,left,1,0,0
33145,@zeteo,independent_digital_news,neither,left,1,0,0
33146,@zeteo,independent_digital_news,left,neither,0,0,0
33157,@zeteo,independent_digital_news,left,left,2,0,0
33158,@zeteo,independent_digital_news,left,right,0,2,0
33162,@zeteo,independent_digital_news,left,left,1,0,0
33167,@zeteo,independent_digital_news,neither,left,2,0,0
33169,@zeteo,independent_digital_news,left,left,3,0,0
33171,@zeteo,independent_digital_news,left,left,3,0,0
33181,@zeteo,independent_digital_news,left,left,1,0,0
33184,@zeteo,independent_digital_news,left,neither,0,0,0
33190,@zeteo,independent_digital_news,neither,left,1,0,0
33192,@zeteo,independent_digital_news,left,left,2,0,0
33195,@zeteo,independent_digital_news,left,left,3,1,0
33201,@zeteo,independent_digital_news,neither,right,0,2,0
33203,@zeteo,independent_digital_news,neither,left,4,0,0
33211,@zeteo,independent_digital_news,neither,neither,0,0,0
33213,@zeteo,independent_digital_news,neither,neither,1,1,0
33219,@zeteo,independent_digital_news,left,left,2,0,0
33220,@zeteo,independent_digital_news,left,left,1,0,0
33223,@zeteo,independent_digital_news,left,right,0,2,0
33227,@zeteo,independent_digital_news,left,left,1,0,0
33228,@zeteo,independent_digital_news,left,left,2,0,0
33229,@zeteo,independent_digital_news,neither,right,0,1,0
36739,@TheHumanistReport,left_commentary,left,left,1,0,0
36745,@TheHumanistReport,left_commentary,left,neither,1,1,0
36746,@TheHumanistReport,left_commentary,left,right,0,1,0
36751,@TheHumanistReport,left_commentary,neither,right,0,3,0
36756,@TheHumanistReport,left_commentary,left,left,1,0,0
36759,@TheHumanistReport,left_commentary,left,neither,1,1,0
36764,@TheHumanistReport,left_commentary,left,right,0,2,0
36766,@TheHumanistReport,left_commentary,left,neither,1,1,0
36767,@TheHumanistReport,left_commentary,left,left,3,0,0
36772,@TheHumanistReport,left_commentary,neither,neither,0,0,0
36773,@TheHumanistReport,left_commentary,left,neither,1,1,0
36779,@TheHumanistReport,left_commentary,left,right,0,2,0
36780,@TheHumanistReport,left_commentary,left,left,2,1,0
36784,@TheHumanistReport,left_commentary,left,neither,0,0,0
36788,@TheHumanistReport,left_commentary,left,left,2,0,0
36789,@TheHumanistReport,left_commentary,left,neither,0,0,0
36793,@TheHumanistReport,left_commentary,left,neither,0,0,0
36798,@TheHumanistReport,left_commentary,left,left,1,0,0
36802,@TheHumanistReport,left_commentary,left,right,1,2,0
36804,@TheHumanistReport,left_commentary,left,left,1,0,0
36806,@TheHumanistReport,left_commentary,right,left,3,0,0
36808,@TheHumanistReport,left_commentary,left,neither,0,0,0
36810,@TheHumanistReport,left_commentary,left,right,0,1,0
36812,@TheHumanistReport,left_commentary,left,left,2,0,0
36814,@TheHumanistReport,left_commentary,neither,left,2,0,0
36821,@TheHumanistReport,left_commentary,left,left,1,0,0
36823,@TheHumanistReport,left_commentary,left,left,3,0,0
36824,@TheHumanistReport,left_commentary,left,neither,0,0,0
36827,@TheHumanistReport,left_commentary,left,left,3,1,0
36830,@TheHumanistReport,left_commentary,left,neither,1,1,0
36832,@TheHumanistReport,left_commentary,right,right,0,1,0
36837,@TheHumanistReport,left_commentary,left,left,1,0,0
36841,@TheHumanistReport,left_commentary,left,left,1,0,0
36842,@TheHumanistReport,left_commentary,left,left,1,0,0
36850,@TheHumanistReport,left_commentary,left,left,3,0,0
36853,@TheHumanistReport,left_commentary,right,left,3,0,0
36856,@TheHumanistReport,left_commentary,left,left,1,0,0
36859,@TheHumanistReport,left_commentary,left,left,2,0,0
36860,@TheHumanistReport,left_commentary,left,right,0,2,0
36862,@TheHumanistReport,left_commentary,left,neither,1,1,0
36867,@TheHumanistReport,left_commentary,left,left,2,0,0
36870,@TheHumanistReport,left_commentary,left,left,1,0,0
36871,@TheHumanistReport,left_commentary,left,neither,1,1,0
36875,@TheHumanistReport,left_commentary,left,left,2,0,0
36876,@TheHumanistReport,left_commentary,neither,neither,0,0,0
36878,@TheHumanistReport,left_commentary,left,right,0,2,0
36880,@TheHumanistReport,left_commentary,left,neither,0,0,0
36884,@TheHumanistReport,left_commentary,neither,right,0,1,0
36885,@TheHumanistReport,left_commentary,left,right,0,1,0
36889,@TheHumanistReport,left_commentary,left,left,1,0,0
42312,@SMN,humour_satire,left,left,1,0,0
42314,@SMN,humour_satire,neither,neither,0,0,0
42316,@SMN,humour_satire,left,right,0,1,0
42318,@SMN,humour_satire,neither,right,0,2,0
42322,@SMN,humour_satire,neither,right,0,1,0
42327,@SMN,humour_satire,left,neither,0,0,0
42331,@SMN,humour_satire,left,right,0,1,0
42332,@SMN,humour_satire,left,left,1,0,0
42335,@SMN,humour_satire,right,right,0,2,0
42336,@SMN,humour_satire,right,right,0,2,0
42350,@SMN,humour_satire,left,left,1,0,0
42360,@SMN,humour_satire,left,left,2,0,0
42361,@SMN,humour_satire,left,right,0,1,0
42362,@SMN,humour_satire,left,right,0,1,0
42364,@SMN,humour_satire,left,neither,0,0,0
42370,@SMN,humour_satire,neither,left,2,0,0
42371,@SMN,humour_satire,left,neither,1,1,0
42376,@SMN,humour_satire,left,left,2,0,0
42381,@SMN,humour_satire,neither,neither,1,1,0
42384,@SMN,humour_satire,neither,neither,1,1,0
42386,@SMN,humour_satire,left,left,2,1,0
42389,@SMN,humour_satire,left,left,1,0,0
42396,@SMN,humour_satire,neither,left,1,0,0
42397,@SMN,humour_satire,left,left,1,0,0
42399,@SMN,humour_satire,neither,neither,0,0,0
42406,@SMN,humour_satire,neither,neither,0,0,0
42407,@SMN,humour_satire,neither,left,1,0,0
42418,@SMN,humour_satire,left,left,2,0,0
42422,@SMN,humour_satire,left,left,3,0,0
42428,@SMN,humour_satire,left,left,1,0,0
42430,@SMN,humour_satire,neither,neither,0,0,0
42432,@SMN,humour_satire,left,right,1,2,0
42437,@SMN,humour_satire,left,neither,1,1,0
42439,@SMN,humour_satire,neither,left,1,0,0
42440,@SMN,humour_satire,neither,left,1,0,0
42442,@SMN,humour_satire,left,left,2,0,0
42447,@SMN,humour_satire,left,left,2,0,0
42448,@SMN,humour_satire,left,left,2,0,0
42453,@SMN,humour_satire,left,left,3,0,0
42455,@SMN,humour_satire,left,neither,1,1,0
42456,@SMN,humour_satire,left,neither,1,1,0
42467,@SMN,humour_satire,neither,neither,0,0,0
42470,@SMN,humour_satire,left,left,2,0,0
42476,@SMN,humour_satire,right,right,0,1,0
42485,@SMN,humour_satire,left,neither,1,1,0
42490,@SMN,humour_satire,left,left,2,1,0
42491,@SMN,humour_satire,left,left,1,0,0
42499,@SMN,humour_satire,left,neither,0,0,0
42503,@SMN,humour_satire,left,left,2,0,0
42504,@SMN,humour_satire,left,left,1,0,0
44035,@aaronparnas1,left_commentary,left,left,2,0,0
44046,@aaronparnas1,left_commentary,left,left,2,0,0
44047,@aaronparnas1,left_commentary,left,left,3,0,0
44064,@aaronparnas1,left_commentary,left,left,4,0,0
44088,@aaronparnas1,left_commentary,left,left,1,0,0
44090,@aaronparnas1,left_commentary,left,left,3,0,0
44156,@aaronparnas1,left_commentary,left,left,4,0,0
44187,@aaronparnas1,left_commentary,neither,left,3,0,0
44199,@aaronparnas1,left_commentary,left,left,1,0,0
44200,@aaronparnas1,left_commentary,left,left,2,0,0
44202,@aaronparnas1,left_commentary,left,left,5,1,0
44206,@aaronparnas1,left_commentary,left,left,5,1,0
44235,@aaronparnas1,left_commentary,left,left,3,0,0
44246,@aaronparnas1,left_commentary,left,left,3,0,0
44247,@aaronparnas1,left_commentary,left,left,2,1,0
44257,@aaronparnas1,left_commentary,left,left,3,0,0
44277,@aaronparnas1,left_commentary,neither,left,2,0,0
44312,@aaronparnas1,left_commentary,left,left,3,0,0
44332,@aaronparnas1,left_commentary,left,left,2,0,0
44340,@aaronparnas1,left_commentary,left,left,2,0,0
44344,@aaronparnas1,left_commentary,left,left,3,0,0
44372,@aaronparnas1,left_commentary,neither,left,2,0,0
44379,@aaronparnas1,left_commentary,left,left,2,0,0
44387,@aaronparnas1,left_commentary,left,left,3,1,0
44388,@aaronparnas1,left_commentary,left,left,3,0,0
44402,@aaronparnas1,left_commentary,left,left,5,0,0
44409,@aaronparnas1,left_commentary,left,left,2,0,0
44421,@aaronparnas1,left_commentary,left,left,4,0,0
44454,@aaronparnas1,left_commentary,left,left,3,0,0
44461,@aaronparnas1,left_commentary,left,left,2,0,0
44485,@aaronparnas1,left_commentary,left,left,3,1,0
44504,@aaronparnas1,left_commentary,left,left,5,0,0
44517,@aaronparnas1,left_commentary,left,left,4,0,0
44526,@aaronparnas1,left_commentary,left,left,5,0,0
44551,@aaronparnas1,left_commentary,left,left,4,0,0
44567,@aaronparnas1,left_commentary,left,left,5,0,0
44572,@aaronparnas1,left_commentary,left,left,3,0,0
44575,@aaronparnas1,left_commentary,left,left,3,0,0
44588,@aaronparnas1,left_commentary,left,left,4,0,0
44592,@aaronparnas1,left_commentary,left,left,3,0,0
44621,@aaronparnas1,left_commentary,left,left,4,0,0
44672,@aaronparnas1,left_commentary,left,left,5,0,0
44680,@aaronparnas1,left_commentary,left,left,4,0,0
44709,@aaronparnas1,left_commentary,left,left,3,0,0
44711,@aaronparnas1,left_commentary,left,left,3,0,0
44761,@aaronparnas1,left_commentary,left,left,5,1,0
44764,@aaronparnas1,left_commentary,left,left,4,0,0
44779,@aaronparnas1,left_commentary,neither,left,2,0,0
44786,@aaronparnas1,left_commentary,left,left,4,0,0
44792,@aaronparnas1,left_commentary,left,left,3,0,0
44863,@rolandsmartin,independent_digital_news,left,left,2,0,0
44891,@rolandsmartin,independent_digital_news,left,neither,0,0,0
44897,@rolandsmartin,independent_digital_news,neither,right,0,1,0
44906,@rolandsmartin,independent_digital_news,neither,neither,0,0,0
44915,@rolandsmartin,independent_digital_news,neither,neither,0,0,0
45010,@rolandsmartin,independent_digital_news,left,left,1,0,0
45013,@rolandsmartin,independent_digital_news,neither,neither,0,0,0
45056,@rolandsmartin,independent_digital_news,left,left,2,1,0
45059,@rolandsmartin,independent_digital_news,left,neither,1,1,0
45068,@rolandsmartin,independent_digital_news,neither,neither,0,0,0
45075,@rolandsmartin,independent_digital_news,neither,neither,0,0,0
45086,@rolandsmartin,independent_digital_news,neither,right,0,1,0
45087,@rolandsmartin,independent_digital_news,left,neither,0,0,0
45109,@rolandsmartin,independent_digital_news,neither,neither,0,0,0
45110,@rolandsmartin,independent_digital_news,left,right,0,1,0
45118,@rolandsmartin,independent_digital_news,left,left,2,0,0
45129,@rolandsmartin,independent_digital_news,left,left,2,0,0
45131,@rolandsmartin,independent_digital_news,left,right,3,4,0
45176,@rolandsmartin,independent_digital_news,left,right,0,1,0
45187,@rolandsmartin,independent_digital_news,left,right,0,1,0
45188,@rolandsmartin,independent_digital_news,left,neither,1,1,0
45197,@rolandsmartin,independent_digital_news,left,neither,1,1,0
45206,@rolandsmartin,independent_digital_news,left,neither,0,0,0
45212,@rolandsmartin,independent_digital_news,left,left,1,0,0
45239,@rolandsmartin,independent_digital_news,left,right,0,1,0
45247,@rolandsmartin,independent_digital_news,left,right,0,2,0
45277,@rolandsmartin,independent_digital_news,left,neither,1,1,0
45281,@rolandsmartin,independent_digital_news,left,left,1,0,0
45290,@rolandsmartin,independent_digital_news,left,left,1,0,0
45302,@rolandsmartin,independent_digital_news,left,right,0,3,0
45324,@rolandsmartin,independent_digital_news,left,right,1,2,0
45344,@rolandsmartin,independent_digital_news,left,neither,0,0,0
45358,@rolandsmartin,independent_digital_news,left,right,0,1,0
45362,@rolandsmartin,independent_digital_news,neither,right,0,1,0
45372,@rolandsmartin,independent_digital_news,left,left,2,0,0
45374,@rolandsmartin,independent_digital_news,left,left,1,0,0
45399,@rolandsmartin,independent_digital_news,left,left,1,0,0
45440,@rolandsmartin,independent_digital_news,neither,right,0,1,0
